gene,domain_start,domain_end
YDR122W,1021,1064
YDR124W,89,207
YDR125C,130,435
YDR126W,135,248
YDR127W,1430,1505
YDR127W,897,1061
YDR127W,72,366
YDR127W,1078,1298
YDR127W,410,865
YDR127W,1311,1393
YDR128W,1094,1146
YDR129C,537,640
YDR129C,288,390
YDR129C,140,257
YDR129C,413,520
YDR132C,30,126
YDR135C,287,578
YDR135C,646,780
YDR135C,952,1222
YDR135C,1289,1438
YDR137W,132,613
YDR138W,100,623
YDR139C,3,74
YDR140W,37,125
YDR141C,18,355
YDR142C,280,311
YDR142C,97,133
YDR142C,211,249
YDR143C,250,280
YDR144C,81,470
YDR145W,416,488
YDR147W,158,395
YDR147W,79,128
YDR148C,75,146
YDR148C,234,462
YDR150W,2567,2684
YDR151C,205,230
YDR151C,243,268
YDR152W,5,155
YDR153C,30,180
YDR155C,6,157
YDR156W,18,102
YDR158W,7,130
YDR158W,165,345
YDR159W,728,799
YDR159W,198,500
YDR160W,285,810
YDR162C,116,162
YDR163W,1,107
YDR164C,26,635
YDR166C,146,360
YDR167W,86,135
YDR168W,389,478
YDR168W,240,364
YDR168W,3,127
YDR169C,43,121
YDR170C,227,426
YDR170C,827,1010
YDR170C,1369,1446
YDR170C,497,663
YDR170W-A,17,114
YDR171W,249,355
YDR172W,502,570
YDR172W,259,477
YDR172W,575,683
YDR173C,114,352
YDR174W,106,178
YDR175C,171,299
YDR176W,506,649
YDR177W,161,215
YDR177W,6,142
YDR178W,36,167
YDR179W-A,98,245
YDR180W,1205,1385
YDR180W,721,762
YDR181C,124,220
YDR182W,88,317
YDR182W-A,12,66
YDR183W,16,166
YDR185C,15,171
YDR188W,29,537
YDR189W,54,652
YDR190C,23,424
YDR191W,100,315
YDR194C,130,315
YDR194C,360,471
YDR196C,2,187
YDR197W,245,376
YDR198C,42,286
YDR200C,218,273
YDR201W,5,161
YDR202C,26,341
YDR204W,84,305
YDR205W,390,585
YDR206W,80,213
YDR206W,229,515
YDR207C,769,803
YDR208W,469,754
YDR210C-C,17,114
YDR210C-D,663,781
YDR210C-D,17,114
YDR210C-D,1280,1480
YDR210W,32,73
YDR210W-A,17,114
YDR210W-B,17,114
YDR210W-B,579,641
YDR210W-B,659,777
YDR210W-B,1295,1495
YDR211W,30,156
YDR211W,331,361
YDR211W,634,710
YDR211W,382,420
YDR212W,36,546
YDR213W,611,750
YDR213W,50,82
YDR214W,13,150
YDR214W,224,341
YDR216W,104,126
YDR217C,772,900
YDR217C,995,1109
YDR218C,28,346
YDR219C,16,53
YDR221W,624,690
YDR221W,22,189
YDR222W,76,267
YDR222W,271,415
YDR223W,345,453
YDR224C,6,104
YDR225W,6,90
YDR225W,93,127
YDR226W,134,169
YDR226W,11,197
YDR227W,746,893
YDR228C,468,562
YDR231C,63,162
YDR232W,114,480
YDR233C,21,177
YDR234W,485,619
YDR234W,26,458
YDR236C,57,206
YDR237W,191,287
YDR237W,133,186
YDR238C,684,823
YDR238C,829,958
YDR238C,21,541
YDR242W,79,539
YDR243C,428,531
YDR243C,198,387
YDR244W,317,378
YDR244W,494,524
YDR245W,118,369
YDR246W,172,217
YDR246W,115,147
YDR246W,5,56
YDR247W,103,328
YDR248C,13,143
YDR252W,42,96
YDR253C,127,145
YDR254W,15,445
YDR255C,177,321
YDR256C,23,406
YDR256C,441,499
YDR257C,38,265
YDR258C,140,243
YDR258C,706,786
YDR258C,532,700
YDR259C,220,277
YDR260C,7,112
YDR261C,106,456
YDR261C-C,17,114
YDR261C-D,663,781
YDR261C-D,1280,1480
YDR261C-D,17,114
YDR261W-A,17,114
YDR261W-B,17,114
YDR261W-B,659,777
YDR261W-B,1295,1495
YDR261W-B,579,641
YDR263C,1,98
YDR263C,139,227
YDR264C,466,606
YDR264C,202,275
YDR264C,78,173
YDR265W,285,324
YDR265W,35,217
YDR266C,61,109
YDR267C,144,181
YDR267C,55,85
YDR267C,99,134
YDR267C,187,227
YDR268W,32,334
YDR270W,377,616
YDR270W,621,848
YDR270W,6,65
YDR270W,84,144
YDR272W,189,273
YDR272W,16,163
YDR273W,87,124
YDR276C,5,52
YDR279W,11,347
YDR280W,191,270
YDR280W,32,165
YDR282C,158,350
YDR283C,1387,1657
YDR283C,13,125
YDR283C,599,674
YDR283C,299,526
YDR283C,1076,1356
YDR283C,748,981
YDR284C,100,245
YDR286C,22,108
YDR287W,9,284
YDR288W,31,267
YDR289C,57,119
YDR291W,293,470
YDR291W,900,989
YDR291W,521,632
YDR292C,300,366
YDR292C,487,620
YDR292C,398,453
YDR292C,1,155
YDR293C,695,1015
YDR294C,195,483
YDR295C,10,311
YDR296W,24,106
YDR297W,162,297
YDR298C,32,208
YDR299W,172,300
YDR299W,414,498
YDR300C,322,409
YDR300C,11,241
YDR301W,991,1317
YDR302W,55,216
YDR303C,13,46
YDR304C,38,192
YDR305C,25,117
YDR307W,104,253
YDR307W,336,473
YDR308C,1,128
YDR311W,9,105
YDR311W,176,226
YDR311W,245,300
YDR312W,37,341
YDR313C,223,260
YDR313C,13,87
YDR314C,565,647
YDR314C,292,415
YDR314C,433,485
YDR315C,5,265
YDR316W,242,407
YDR316W-A,17,114
YDR316W-B,1280,1480
YDR316W-B,663,781
YDR316W-B,17,114
YDR317W,168,336
YDR318W,187,296
YDR319C,46,259
YDR320C,138,181
YDR320C-A,1,71
YDR321W,55,245
YDR322C-A,3,90
YDR322W,204,322
YDR323C,464,504
YDR323C,211,295
YDR324C,273,305
YDR325W,578,859
YDR326C,1068,1205
YDR326C,855,998
YDR326C,648,756
YDR328C,144,191
YDR328C,67,99
YDR328C,6,40
YDR329C,109,430
YDR329C,10,116
YDR330W,415,494
YDR330W,5,45
YDR330W,223,306
YDR331W,38,276
YDR332W,33,195
YDR332W,269,371
YDR333C,329,663
YDR334W,708,998
YDR334W,1250,1359
YDR334W,348,410
YDR336W,135,254
YDR337W,159,236
YDR338C,467,619
YDR338C,238,397
YDR339C,88,184
YDR341C,124,475
YDR341C,35,114
YDR341C,489,607
YDR342C,68,528
YDR343C,68,528
YDR345C,65,525
YDR346C,56,268
YDR346C,270,468
YDR347W,136,208
YDR348C,236,369
YDR349C,56,442
YDR351W,42,862
YDR352W,11,69
YDR352W,185,239
YDR353W,5,303
YDR354W,103,367
YDR354W,8,83
YDR358W,17,161
YDR358W,244,316
YDR358W,444,552
YDR359C,348,406
YDR359C,650,709
YDR361C,48,241
YDR363W,384,455
YDR363W-A,22,82
YDR364C,285,320
YDR364C,154,191
YDR364C,373,410
YDR364C,197,234
YDR365C,547,575
YDR365W-A,17,114
YDR365W-B,17,114
YDR365W-B,1280,1480
YDR365W-B,663,781
YDR367W,11,181
YDR368W,23,291
YDR369C,28,92
YDR370C,301,347
YDR371W,76,449
YDR372C,69,293
YDR373W,40,89
YDR373W,98,171
YDR374C,155,291
YDR375C,61,228
YDR375C,264,387
YDR376W,20,64
YDR377W,2,93
YDR378C,14,82
YDR379C-A,10,66
YDR379W,13,67
YDR379W,802,981
YDR379W,70,125
YDR380W,28,216
YDR380W,444,550
YDR380W,244,375
YDR381W,82,146
YDR382W,18,109
YDR384C,76,272
YDR385W,394,470
YDR385W,18,344
YDR385W,608,720
YDR385W,486,548
YDR385W,724,809
YDR386W,354,489
YDR387C,46,260
YDR387C,345,541
YDR388W,6,246
YDR388W,427,473
YDR389W,151,368
YDR390C,280,363
YDR390C,9,437
YDR392W,5,96
YDR393W,147,343
YDR394W,209,341
YDR395W,193,419
YDR395W,25,97
YDR397C,9,73
YDR398W,448,549
YDR399W,19,135
YDR400W,7,302
YDR402C,50,471
YDR403W,206,510
YDR404C,9,79
YDR404C,80,157
YDR405W,103,166
YDR406W,47,162
YDR406W,903,1054
YDR406W,514,725
YDR406W,1201,1416
YDR406W,736,825
YDR406W,186,346
YDR407C,9,1252
YDR408C,3,205
YDR409W,357,405
YDR409W,175,312
YDR409W,35,68
YDR410C,127,219
YDR411C,30,248
YDR412W,19,161
YDR414C,19,355
YDR415C,158,363
YDR418W,74,143
YDR418W,14,69
YDR419W,29,276
YDR419W,386,507
YDR421W,23,63
YDR422C,728,803
YDR422C,505,561
YDR423C,46,90
YDR423C,350,405
YDR424C,10,91
YDR425W,142,231
YDR427W,250,351
YDR428C,32,139
YDR429C,197,260
YDR429C,7,126
YDR430C,738,908
YDR430C,480,723
YDR430C,222,407
YDR430C,75,160
YDR432W,127,188
YDR432W,202,268
YDR434W,13,501
YDR435C,5,219
YDR436W,449,639
YDR436W,398,446
YDR437W,3,131
YDR439W,5,232
YDR440W,350,555
YDR441C,49,175
YDR443C,1047,1258
YDR443C,1284,1385
YDR444W,193,412
YDR446W,180,299
YDR447C,1,116
YDR448W,1,46
YDR448W,64,107
YDR449C,8,91
YDR450W,16,144
YDR451C,174,230
YDR452W,96,330
YDR453C,5,137
YDR453C,159,192
YDR454C,2,185
YDR456W,69,484
YDR457W,93,386
YDR457W,448,691
YDR457W,2333,2400
YDR457W,2963,3267
YDR458C,329,661
YDR458C,8,42
YDR459C,129,250
YDR460W,11,60
YDR460W,63,248
YDR462W,20,137
YDR464W,1310,1358
YDR464W,376,424
YDR466W,13,293
YDR469W,121,162
YDR471W,52,136
YDR472W,62,271
YDR473C,76,317
YDR473C,341,465
YDR477W,344,389
YDR477W,55,306
YDR477W,504,626
YDR478W,18,110
YDR479C,115,464
YDR481C,66,527
YDR482C,67,109
YDR483W,80,389
YDR484W,47,606
YDR485C,710,737
YDR485C,21,292
YDR486C,19,200
YDR487C,7,205
YDR489W,74,165
YDR489W,222,294
YDR490C,126,391
YDR492W,75,300
YDR496C,426,570
YDR497C,90,545
YDR498C,204,295
YDR499W,77,745
YDR500C,3,54
YDR501W,104,149
YDR502C,241,378
YDR502C,7,104
YDR502C,119,239
YDR503C,119,261
YDR505C,653,765
YDR506C,415,548
YDR506C,208,325
YDR506C,45,163
YDR507C,21,288
YDR507C,1028,1140
YDR508C,153,618
YDR510W,24,91
YDR511W,24,82
YDR512C,104,181
YDR513W,53,119
YDR515W,275,334
YDR516C,19,229
YDR516C,246,499
YDR517W,142,281
YDR518W,174,322
YDR518W,36,136
YDR518W,377,484
YDR519W,39,129
YDR520C,71,107
YDR523C,18,271
YDR524C,173,289
YDR525W-A,5,53
YDR527W,289,356
YDR527W,79,123
YDR529C,20,117
YDR530C,248,312
YDR531W,21,354
YDR532C,1,384
YDR533C,29,224
YDR536W,31,488
YDR538W,55,214
YDR539W,14,437
YDR540C,1,166
YDR541C,5,260
YDR542W,22,113
YDR543C,16,99
YDR545W,1030,1133
YDR545W,802,961
YDR545W,3,88
YEL002C,26,421
YEL003W,9,110
YEL004W,4,325
YEL006W,136,226
YEL006W,42,128
YEL006W,242,331
YEL007W,6,193
YEL009C,225,276
YEL011W,221,304
YEL011W,62,148
YEL011W,608,702
YEL012W,13,142
YEL013W,287,320
YEL013W,411,446
YEL013W,252,280
YEL013W,157,195
YEL013W,197,236
YEL013W,86,113
YEL013W,115,154
YEL013W,328,363
YEL015W,99,201
YEL015W,306,498
YEL016C,78,437
YEL017C-A,1,43
YEL019C,171,227
YEL020C,393,540
YEL020C,4,166
YEL020C,195,327
YEL020W-A,14,76
YEL021W,30,251
YEL022W,339,493
YEL022W,559,756
YEL023C,32,415
YEL024W,32,87
YEL024W,146,202
YEL026W,19,110
YEL027W,15,73
YEL027W,91,150
YEL029C,79,234
YEL030W,29,629
YEL031W,225,470
YEL031W,481,712
YEL032W,169,300
YEL032W,347,734
YEL034W,84,151
YEL036C,62,322
YEL037C,356,392
YEL037C,4,75
YEL037C,264,308
YEL037C,148,183
YEL039C,13,109
YEL040W,98,272
YEL041W,109,406
YEL042W,85,517
YEL044W,115,143
YEL046C,16,302
YEL047C,6,451
YEL048C,11,130
YEL049W,22,114
YEL050C,237,363
YEL050C,132,208
YEL051W,15,208
YEL052W,115,434
YEL053C,36,193
YEL055C,46,859
YEL056W,286,324
YEL056W,12,81
YEL058W,59,87
YEL058W,477,553
YEL059C-A,23,70
YEL060C,182,278
YEL060C,316,564
YEL061C,303,477
YEL061C,42,224
YEL062W,10,522
YEL063C,92,554
YEL064C,65,467
YEL066W,61,166
YEL069C,60,520
YEL070W,229,475
YEL070W,36,200
YEL071W,70,204
YEL071W,243,494
YEL074W,25,112
YEL075C,3,88
YEL077C,455,558
YER001W,317,613
YER002W,5,223
YER003C,5,391
YER004W,85,162
YER005W,2,455
YER006W,15,87
YER006W,283,372
YER007C-A,91,171
YER007W,254,266
YER007W,5,71
YER007W,228,246
YER008C,133,217
YER008C,640,1316
YER009W,9,121
YER010C,12,183
YER011W,13,113
YER011W,211,227
YER012W,4,184
YER013W,682,813
YER013W,996,1097
YER013W,178,250
YER013W,875,963
YER014W,16,80
YER015W,127,596
YER016W,213,274
YER017C,325,458
YER017C,526,727
YER017C,124,211
YER019C-A,42,81
YER019W,42,334
YER020W,114,437
YER021W,344,445
YER021W,450,519
YER022W,13,568
YER023W,5,117
YER023W,177,281
YER024W,23,732
YER025W,335,417
YER025W,429,517
YER025W,100,303
YER026C,82,152
YER027C,346,415
YER027C,163,246
YER028C,45,69
YER029C,11,96
YER030W,87,120
YER031C,15,175
YER036C,412,544
YER036C,295,365
YER036C,99,255
YER037W,57,244
YER038C,1,452
YER039C,90,228
YER040W,306,340
YER041W,181,288
YER042W,19,175
YER043C,145,448
YER043C,194,355
YER043C,7,144
YER044C,21,130
YER044C-A,1,405
YER045C,383,443
YER047C,641,790
YER047C,859,893
YER048C,178,376
YER048C,6,68
YER048W-A,10,66
YER049W,145,246
YER049W,334,638
YER050C,93,138
YER052C,436,497
YER052C,13,310
YER053C,213,293
YER053C,109,194
YER053C,19,102
YER054C,436,533
YER055C,58,218
YER055C,222,294
YER056C,76,494
YER056C-A,1,94
YER057C,11,126
YER058W,4,88
YER059W,170,269
YER059W,324,388
YER060W,73,489
YER060W-A,73,491
YER061C,3,265
YER061C,274,390
YER062C,16,197
YER063W,4,36
YER064C,24,112
YER065C,22,550
YER066W,2,39
YER066W,66,99
YER067W,21,157
YER068W,33,82
YER069W,100,316
YER069W,542,666
YER069W,333,499
YER069W,696,833
YER070W,142,212
YER070W,216,742
YER070W,1,89
YER071C,43,124
YER072W,24,84
YER073W,53,511
YER074W,24,102
YER074W-A,6,85
YER075C,706,876
YER075C,530,674
YER075C,109,224
YER077C,197,246
YER078C,252,473
YER078C,70,192
YER080W,146,445
YER081W,165,349
YER081W,61,381
YER082C,367,445
YER083C,3,282
YER086W,76,347
YER086W,486,574
YER086W,383,480
YER087C-B,35,74
YER087W,100,428
YER088C,74,117
YER089C,23,277
YER090W,39,173
YER090W,230,485
YER091C,4,322
YER091C,439,759
YER093C,326,668
YER093C,1148,1217
YER093C,977,1081
YER093C,855,956
YER094C,8,190
YER095W,142,394
YER095W,86,136
YER096W,318,350
YER096W,355,389
YER096W,437,470
YER096W,390,427
YER098W,134,664
YER099C,203,313
YER099C,6,124
YER100W,9,121
YER101C,77,135
YER101C,277,424
YER103W,4,609
YER105C,134,610
YER105C,745,1289
YER106W,3,259
YER107C,38,65
YER107C,267,297
YER107C,134,153
YER107C,77,108
YER110C,25,90
YER111C,57,122
YER112W,6,80
YER113C,78,663
YER114C,49,99
YER114C,264,328
YER114C,771,884
YER116C,206,249
YER118C,306,353
YER119C,2,439
YER120W,4,107
YER122C,17,127
YER123W,16,263
YER125W,506,807
YER125W,5,95
YER125W,333,362
YER125W,231,260
YER125W,389,418
YER126C,32,260
YER127W,8,108
YER128W,3,203
YER129W,133,448
YER130C,418,440
YER130C,391,410
YER131W,1,107
YER132C,132,183
YER133W,57,248
YER133W,8,55
YER134C,4,174
YER136W,7,446
YER137C,120,142
YER138C,17,114
YER138C,663,781
YER138C,1280,1480
YER139C,53,128
YER140W,145,454
YER141W,87,441
YER142C,89,237
YER143W,392,426
YER143W,180,302
YER144C,151,275
YER144C,446,801
YER145C,8,320
YER146W,11,83
YER147C,11,623
YER148W,66,146
YER148W,154,237
YER151C,461,908
YER152C,55,426
YER153C,6,237
YER154W,130,317
YER155C,1879,1946
YER155C,1981,2138
YER155C,666,795
YER155C,1133,1266
YER156C,16,337
YER157W,86,234
YER159C,52,112
YER160C,17,114
YER160C,663,781
YER160C,1280,1480
YER161C,219,330
YER162C,285,425
YER162C,431,487
YER162C,551,624
YER163C,8,231
YER164W,1368,1461
YER164W,698,809
YER164W,286,341
YER164W,202,235
YER164W,388,664
YER165W,40,109
YER165W,128,196
YER165W,324,392
YER165W,221,289
YER165W,496,561
YER166W,776,882
YER166W,186,240
YER166W,1156,1406
YER168C,232,291
YER168C,63,205
YER169W,222,338
YER169W,15,48
YER170W,145,180
YER170W,19,208
YER171W,71,257
YER171W,526,698
YER171W,271,415
YER172C,727,877
YER172C,1350,1515
YER172C,501,677
YER172C,1848,2158
YER172C,998,1306
YER173W,58,555
YER174C,158,221
YER174C,8,103
YER175C,40,147
YER176W,860,1091
YER176W,648,774
YER177W,11,234
YER178W,87,381
YER179W,79,331
YER179W,26,74
YER180C-A,26,83
YER183C,4,202
YER184C,261,484
YER184C,16,51
YER185W,84,286
YER188C-A,16,99
YER189W,3,88
YER190W,916,1019
YER190W,688,847
YFL001W,239,346
YFL002C,247,365
YFL002C,410,467
YFL002C,31,207
YFL002W-A,579,641
YFL002W-A,1295,1495
YFL002W-A,659,777
YFL002W-A,17,114
YFL002W-B,17,114
YFL003C,448,541
YFL003C,105,250
YFL003C,270,580
YFL003C,630,815
YFL004W,202,531
YFL004W,686,751
YFL005W,22,181
YFL007W,511,1030
YFL007W,81,159
YFL007W,2056,2143
YFL008W,5,1211
YFL008W,527,641
YFL009W,523,556
YFL009W,375,408
YFL009W,561,598
YFL009W,275,321
YFL009W,453,493
YFL009W,415,449
YFL009W,226,272
YFL010C,12,41
YFL011W,52,512
YFL014W,1,59
YFL016C,230,292
YFL016C,61,122
YFL016C,202,429
YFL017C,46,148
YFL017W-A,6,71
YFL018C,380,488
YFL018C,27,361
YFL020C,25,116
YFL021W,58,85
YFL021W,310,343
YFL022C,213,484
YFL023W,711,790
YFL023W,9,123
YFL024C,56,197
YFL025C,132,369
YFL026W,17,296
YFL027C,74,257
YFL028C,26,176
YFL029C,24,363
YFL030W,40,345
YFL031W,38,77
YFL033C,794,942
YFL033C,1141,1254
YFL033C,1637,1746
YFL034C-A,11,117
YFL034C-B,104,271
YFL034W,536,874
YFL036W,855,1351
YFL036W,415,731
YFL037W,261,381
YFL037W,3,212
YFL038C,10,170
YFL039C,4,375
YFL040W,48,490
YFL041W,157,283
YFL041W,367,515
YFL041W,27,149
YFL042C,418,562
YFL042C,198,304
YFL044C,119,200
YFL045C,35,253
YFL046W,33,206
YFL047W,16,94
YFL047W,525,650
YFL047W,231,289
YFL048C,37,252
YFL049W,84,219
YFL050C,455,792
YFL052W,6,42
YFL053W,19,341
YFL053W,411,586
YFL054C,347,585
YFL055W,57,508
YFL058W,16,238
YFL059W,4,211
YFL060C,7,216
YFL061W,52,155
YFL062W,256,351
YFL062W,68,167
YFL063W,68,151
YFL064C,3,88
YFL066C,6,162
YFL066C,231,334
YFR002W,251,825
YFR003C,29,95
YFR004W,169,286
YFR004W,24,133
YFR005C,55,106
YFR005C,151,422
YFR006W,238,500
YFR006W,97,192
YFR007W,27,55
YFR009W,548,679
YFR009W,215,396
YFR009W,438,519
YFR010W,109,494
YFR011C,18,168
YFR012W,6,172
YFR013W,366,411
YFR014C,37,299
YFR015C,12,682
YFR018C,108,354
YFR019W,236,297
YFR019W,2206,2265
YFR019W,2039,2205
YFR019W,837,1033
YFR021W,287,317
YFR021W,236,269
YFR022W,44,214
YFR022W,232,393
YFR023W,93,163
YFR023W,190,247
YFR023W,305,372
YFR024C-A,406,453
YFR024C-A,89,213
YFR025C,3,244
YFR027W,22,58
YFR027W,209,267
YFR028C,12,151
YFR028C,199,334
YFR030W,644,856
YFR030W,891,989
YFR031C,3,685
YFR031C,872,1163
YFR031C,523,641
YFR031C-A,14,89
YFR031C-A,97,224
YFR032C,20,98
YFR032C-A,3,42
YFR033C,76,147
YFR034C,251,307
YFR036W,1,85
YFR037C,254,298
YFR037C,407,485
YFR037C,312,357
YFR037C,83,168
YFR038W,604,717
YFR038W,234,537
YFR040W,334,846
YFR041C,44,105
YFR044C,98,473
YFR044C,225,371
YFR045W,220,303
YFR045W,7,81
YFR045W,100,214
YFR047C,26,117
YFR047C,119,292
YFR048W,427,605
YFR049W,14,122
YFR050C,39,233
YFR051C,8,125
YFR052W,102,241
YFR053C,227,468
YFR053C,27,221
YFR055W,17,340
YGL001C,8,279
YGL002W,19,210
YGL003C,506,543
YGL003C,275,354
YGL003C,419,458
YGL004C,169,205
YGL004C,129,164
YGL006W,159,434
YGL006W,691,853
YGL006W,503,655
YGL006W,926,1118
YGL006W,62,127
YGL008C,78,135
YGL008C,374,646
YGL008C,146,367
YGL009C,14,471
YGL009C,545,671
YGL010W,7,147
YGL011C,42,227
YGL011C,12,34
YGL012W,34,473
YGL013C,44,77
YGL013C,308,652
YGL014W,600,628
YGL014W,673,706
YGL014W,709,741
YGL014W,827,855
YGL014W,565,596
YGL014W,749,777
YGL014W,785,810
YGL014W,637,664
YGL017W,165,309
YGL017W,19,115
YGL018C,101,170
YGL018C,32,78
YGL019W,25,241
YGL020C,7,191
YGL021W,650,756
YGL022W,15,475
YGL023C,448,526
YGL025C,3,397
YGL026C,349,675
YGL026C,9,259
YGL027C,319,831
YGL027C,44,266
YGL029W,13,119
YGL030W,9,101
YGL031C,1,66
YGL033W,18,187
YGL037C,3,193
YGL038C,114,206
YGL039W,8,262
YGL040C,22,337
YGL043W,147,255
YGL043W,25,76
YGL043W,269,307
YGL044C,255,287
YGL044C,20,90
YGL045W,39,200
YGL045W,260,389
YGL047W,9,199
YGL048C,185,317
YGL049C,567,808
YGL049C,373,440
YGL050W,9,226
YGL051W,82,171
YGL053W,76,171
YGL054C,3,124
YGL055W,419,486
YGL055W,142,359
YGL056C,180,238
YGL056C,275,319
YGL058W,8,144
YGL059W,79,237
YGL060W,1,632
YGL061C,63,135
YGL062W,559,827
YGL062W,20,130
YGL062W,1103,1167
YGL062W,359,466
YGL062W,851,1051
YGL062W,135,343
YGL063W,206,306
YGL064C,139,327
YGL064C,379,529
YGL065C,18,197
YGL065C,203,411
YGL066W,214,279
YGL067W,175,199
YGL067W,223,339
YGL068W,53,101
YGL068W,127,193
YGL070C,4,40
YGL070C,74,111
YGL071W,108,243
YGL073W,175,274
YGL075C,10,386
YGL076C,9,79
YGL076C,84,134
YGL077C,58,501
YGL078C,344,454
YGL078C,136,304
YGL079W,115,200
YGL080W,14,119
YGL081W,23,106
YGL082W,35,155
YGL083W,82,323
YGL084C,170,509
YGL085W,150,260
YGL086W,69,744
YGL087C,24,127
YGL089C,1,81
YGL089C,87,99
YGL089C,108,120
YGL090W,118,267
YGL091C,71,321
YGL092W,70,157
YGL092W,898,1149
YGL092W,460,605
YGL093W,452,760
YGL094C,907,1079
YGL094C,505,829
YGL095C,33,571
YGL096W,212,251
YGL097W,276,305
YGL097W,48,99
YGL097W,348,409
YGL097W,104,180
YGL097W,413,462
YGL098W,41,239
YGL099W,338,392
YGL100W,6,36
YGL100W,300,332
YGL100W,48,84
YGL100W,207,243
YGL101W,38,192
YGL103W,28,146
YGL104C,32,484
YGL105W,211,305
YGL106W,88,143
YGL110C,317,357
YGL112C,10,74
YGL112C,315,412
YGL113W,156,646
YGL114W,23,718
YGL115W,261,318
YGL115W,198,245
YGL115W,123,175
YGL116W,356,436
YGL119W,176,291
YGL120C,293,431
YGL120C,622,725
YGL120C,102,254
YGL120C,494,582
YGL122C,457,474
YGL122C,340,356
YGL122C,1,99
YGL122C,414,430
YGL122C,437,453
YGL123W,159,230
YGL123W,76,140
YGL124C,181,643
YGL125W,7,297
YGL126W,34,370
YGL127C,21,86
YGL128C,15,84
YGL129C,124,444
YGL130W,47,249
YGL130W,253,397
YGL131C,1040,1096
YGL131C,123,252
YGL131C,319,368
YGL131C,1131,1224
YGL133W,425,472
YGL133W,869,1044
YGL133W,24,124
YGL134W,292,406
YGL135W,17,212
YGL136C,50,306
YGL137W,90,125
YGL137W,219,256
YGL137W,187,214
YGL137W,133,169
YGL137W,326,776
YGL139W,172,602
YGL139W,32,167
YGL140C,10,437
YGL140C,649,780
YGL141W,609,910
YGL142C,16,484
YGL143C,268,373
YGL143C,80,248
YGL144C,185,379
YGL145W,239,695
YGL146C,145,294
YGL147C,12,85
YGL147C,97,178
YGL148W,8,363
YGL150C,470,601
YGL150C,719,1016
YGL150C,1300,1412
YGL151W,1,1127
YGL153W,9,123
YGL154C,133,213
YGL155W,310,352
YGL155W,271,300
YGL155W,190,230
YGL155W,127,179
YGL156W,698,1080
YGL156W,565,639
YGL156W,290,559
YGL157W,7,261
YGL158W,121,414
YGL160W,255,364
YGL160W,372,557
YGL160W,101,219
YGL161C,103,281
YGL163C,30,245
YGL163C,316,620
YGL163C,656,769
YGL164C,1,312
YGL166W,2,40
YGL167C,120,360
YGL167C,365,690
YGL167C,39,108
YGL167C,762,934
YGL169W,269,420
YGL169W,62,250
YGL171W,146,322
YGL171W,359,467
YGL172W,181,246
YGL172W,64,151
YGL173C,1,227
YGL174W,120,250
YGL178W,249,282
YGL178W,329,361
YGL178W,440,472
YGL178W,367,398
YGL178W,402,426
YGL178W,285,319
YGL178W,216,244
YGL179C,51,344
YGL180W,24,323
YGL180W,588,893
YGL181W,195,231
YGL181W,16,133
YGL183C,17,213
YGL184C,7,404
YGL185C,186,343
YGL186C,92,434
YGL187C,31,155
YGL189C,1,107
YGL190C,293,319
YGL191W,18,124
YGL192W,342,504
YGL194C,45,337
YGL195W,546,670
YGL195W,391,475
YGL196W,35,257
YGL196W,309,412
YGL197W,160,214
YGL198W,53,211
YGL200C,21,198
YGL201C,112,269
YGL201C,513,835
YGL201C,276,403
YGL202W,102,488
YGL203C,50,485
YGL205W,31,172
YGL205W,185,295
YGL205W,549,724
YGL206C,546,675
YGL206C,1135,1273
YGL206C,339,360
YGL206C,840,968
YGL206C,151,189
YGL206C,1429,1569
YGL206C,694,832
YGL206C,1280,1423
YGL206C,986,1124
YGL206C,362,425
YGL207W,840,921
YGL207W,6,167
YGL207W,201,422
YGL207W,553,707
YGL208W,339,411
YGL208W,164,248
YGL209W,47,69
YGL210W,15,174
YGL211W,70,250
YGL211W,306,337
YGL212W,23,120
YGL213C,287,319
YGL213C,13,42
YGL216W,124,438
YGL220W,63,114
YGL221C,13,267
YGL224C,60,244
YGL226W,32,104
YGL227W,771,929
YGL227W,401,590
YGL229C,207,734
YGL231C,61,176
YGL232W,102,258
YGL233W,521,864
YGL234W,3,107
YGL234W,346,438
YGL234W,625,789
YGL234W,108,308
YGL234W,505,611
YGL236C,38,436
YGL236C,442,657
YGL237C,159,214
YGL238W,24,96
YGL238W,150,520
YGL238W,521,955
YGL240W,81,233
YGL241W,21,96
YGL242C,33,118
YGL243W,76,358
YGL244W,243,345
YGL245W,201,506
YGL245W,509,681
YGL246C,222,288
YGL247W,49,182
YGL248W,42,364
YGL250W,84,192
YGL251C,616,911
YGL251C,141,309
YGL251C,360,495
YGL252C,33,346
YGL253W,27,221
YGL253W,227,469
YGL254W,73,94
YGL254W,19,37
YGL255W,48,372
YGL256W,10,372
YGL257C,174,450
YGL258W,6,206
YGL258W-A,5,67
YGL259W,67,112
YGL263W,259,354
YGL263W,71,164
YGR001C,61,241
YGR002C,110,212
YGR003W,26,637
YGR003W,677,736
YGR004W,51,394
YGR005C,58,356
YGR006W,133,244
YGR007W,201,317
YGR007W,12,141
YGR010W,163,353
YGR012W,50,365
YGR015C,39,309
YGR017W,5,114
YGR019W,45,466
YGR020C,8,112
YGR021W,30,287
YGR023W,317,466
YGR024C,7,138
YGR024C,141,220
