gene,273614N_0.75CDS40,378604X_0.75CDS40,BC187_0.75CDS40,DBVPG1106_0.75CDS40,DBVPG1373_0.75CDS40,DBVPG6765_0.75CDS40,L_1374_0.75CDS40,NCYC361_0.75CDS40,SK1_0.75CDS40,UWOPS05_217_3_0.75CDS40,UWOPS05_227_2_0.75CDS40,UWOPS83_787_3_0.75CDS40,UWOPS87_2421_0.75CDS40,Y12_0.75CDS40,Y55_0.75CDS40,YJM975_0.75CDS40,YJM978_0.75CDS40,YJM981_0.75CDS40,YPS128_0.75CDS40,YPS606_0.75CDS40,YS2_0.75CDS40,YS9_0.75CDS40
YDL081C,-1299.5666666666666,-1299.5666666666666,-1299.5666666666666,-1299.5666666666666,-1299.5666666666666,-1299.5666666666666,-1299.5666666666666,-1299.5666666666666,-1104.3095238095236,-1104.3095238095236,-1104.3095238095236,-1104.3095238095236,-1104.3095238095236,-1104.3095238095236,-1104.3095238095236,-1299.5666666666666,-1299.5666666666666,-1299.5666666666666,-1104.3095238095236,-1104.3095238095236,-1299.5666666666666,-1299.5666666666666
YDL082W,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1454.6783216783215,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557,-1149.0555555555557
YDL084W,-1692.5862068965514,-1692.5862068965514,-1596.0862068965514,-1596.0862068965514,-1596.0862068965514,-1596.0862068965514,-1692.5862068965514,-1596.0862068965514,-1692.5862068965514,-1692.5862068965514,-1692.5862068965514,-1692.5862068965514,-1692.5862068965514,-1275.75,-1692.5862068965514,-1596.0862068965514,-1596.0862068965514,-1596.0862068965514,-1692.5862068965514,-1692.5862068965514,-1596.0862068965514,-1692.5862068965514
YDL097C,-1298.1285714285714,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2057.613876319758,-2057.613876319758,-2014.1715686274506,-2014.1715686274506,-1323.7246376811593,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506,-2014.1715686274506
YDL108W,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1522.1609195402298,-1522.1609195402298,-1358.4275862068964,-1522.1609195402298,-1522.1609195402298,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964,-1358.4275862068964
YDL116W,-813.7451923076924,-482.9581081081082,-326.56428571428575,-326.56428571428575,-326.56428571428575,-326.56428571428575,-374.85,-326.56428571428575,-326.56428571428575,-482.9581081081082,-482.9581081081082,-326.56428571428575,-480.85,-471.625,-326.56428571428575,-326.56428571428575,-326.56428571428575,-326.56428571428575,-482.9581081081082,-482.9581081081082,-326.56428571428575,-480.85
YDL122W,-623.7909090909089,-623.7909090909089,-742.2909090909089,-765.4847866419294,-742.2909090909089,-431.28333333333336,-742.2909090909089,-742.2909090909089,-543.0088235294119,-383.28333333333336,-383.28333333333336,-765.4847866419294,-623.7909090909089,-623.7909090909089,-543.0088235294119,-742.2909090909089,-742.2909090909089,-742.2909090909089,-654.2909090909089,-654.2909090909089,-742.2909090909089,-543.0088235294119
YDL125C,-1435.490476190476,-1435.490476190476,-1454.6333333333332,-1454.6333333333332,-1454.6333333333332,-1454.6333333333332,-1454.6333333333332,-1454.6333333333332,-933.09012066365,-933.09012066365,-933.09012066365,-933.09012066365,-933.09012066365,-933.09012066365,-933.09012066365,-1454.6333333333332,-1454.6333333333332,-1454.6333333333332,-933.09012066365,-933.09012066365,-1454.6333333333332,-1435.490476190476
YDL128W,-1516.0666666666666,-1490.6222222222225,-1516.0666666666666,-1516.0666666666666,-1516.0666666666666,-1516.0666666666666,-1516.0666666666666,-1516.0666666666666,-1490.6222222222225,-1490.6222222222225,-1490.6222222222225,-1490.6222222222225,-1490.6222222222225,-1490.6222222222225,-1490.6222222222225,-1516.0666666666666,-1516.0666666666666,-1516.0666666666666,-1490.6222222222225,-1490.6222222222225,-1516.0666666666666,-1516.0666666666666
YDL130W,-1489.675627240143,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1811.439516129032,-1814.095,-1814.095,-1811.439516129032,-1811.439516129032
YDL131W,-997.6078431372549,-997.6078431372549,-1310.875,-1310.875,-1310.875,-1310.875,-1310.875,-1310.875,-1687.6461352657004,-1407.3066666666668,-1407.3066666666668,-1310.875,-1310.875,-1407.3066666666668,-1310.875,-1310.875,-1310.875,-1310.875,-1687.6461352657004,-1687.6461352657004,-1310.875,-1310.875
YDL132W,-1805.8141414141414,-1805.8141414141414,-1551.3007518796994,-1551.3007518796994,-1783.7030303030303,-1553.3095238095239,-1551.3007518796994,-1783.7030303030303,-1862.2888888888888,-1862.2888888888888,-1862.2888888888888,-1551.3007518796994,-1551.3007518796994,-1805.8141414141414,-1553.3095238095239,-1783.7030303030303,-1783.7030303030303,-1783.7030303030303,-1047.0,-1047.0,-1783.7030303030303,-1551.3007518796994
YDL134C,-862.8651515151515,-862.8651515151515,-1292.0833333333335,-1292.0833333333335,-1292.0833333333335,-1292.0833333333335,-1292.0833333333335,-1292.0833333333335,-671.5,-1292.0833333333335,-1292.0833333333335,-1592.5833333333335,-1292.0833333333335,-1010.922549019608,-1292.0833333333335,-1292.0833333333335,-1292.0833333333335,-1292.0833333333335,-1375.666666666667,-1375.666666666667,-1292.0833333333335,-862.8651515151515
YDL135C,-1596.6054945054943,-1596.6054945054943,-794.9967741935484,-794.9967741935484,-794.9967741935484,-794.9967741935484,-794.9967741935484,-794.9967741935484,-1613.6054945054943,-1596.6054945054943,-1596.6054945054943,-794.9967741935484,-794.9967741935484,-1596.6054945054943,-794.9967741935484,-794.9967741935484,-794.9967741935484,-794.9967741935484,-1596.6054945054943,-1596.6054945054943,-794.9967741935484,-794.9967741935484
YDL137W,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-1268.3256277056275,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222,-655.9222222222222
YDL140C,-1360.2166666666667,-1360.2166666666667,-1421.466666666667,-1421.466666666667,-1421.466666666667,-1421.466666666667,-1421.466666666667,-1421.466666666667,-1564.333333333333,-1360.2166666666667,-1360.2166666666667,-1360.2166666666667,-1421.466666666667,-1360.2166666666667,-1421.466666666667,-1421.466666666667,-1421.466666666667,-1421.466666666667,-1360.2166666666667,-1360.2166666666667,-1421.466666666667,-1360.2166666666667
YDL143W,-684.1111111111112,-1003.5222222222222,-684.1111111111112,-684.1111111111112,-684.1111111111112,-684.1111111111112,-684.1111111111112,-684.1111111111112,-684.1111111111112,-580.9545454545455,-580.9545454545455,-1003.5222222222222,-580.9545454545455,-580.9545454545455,-684.1111111111112,-684.1111111111112,-684.1111111111112,-684.1111111111112,-684.1111111111112,-684.1111111111112,-684.1111111111112,-684.1111111111112
YDL145C,-1478.2,-639.6111111111112,-1478.2,-1478.2,-1592.2,-1478.2,-1046.5615384615385,-1592.2,-1363.2818181818182,-1592.2,-1592.2,-1592.2,-1592.2,-1592.2,-1478.2,-1592.2,-1592.2,-1592.2,-2357.3027644869753,-2357.3027644869753,-1592.2,-1592.2
YDL146W,-835.1078431372549,-594.7142857142858,-835.1078431372549,-835.1078431372549,-835.1078431372549,-835.1078431372549,-835.1078431372549,-835.1078431372549,-594.7142857142858,-594.7142857142858,-594.7142857142858,-529.3294573643411,-594.7142857142858,-594.7142857142858,-835.1078431372549,-835.1078431372549,-835.1078431372549,-835.1078431372549,-594.7142857142858,-594.7142857142858,-835.1078431372549,-835.1078431372549
YDL160C,-1294.9366883116882,-1294.9366883116882,-1312.9366883116882,-1294.9366883116882,-1312.9366883116882,-1312.9366883116882,-1312.9366883116882,-1312.9366883116882,-1294.9366883116882,-1294.9366883116882,-1294.9366883116882,-1294.9366883116882,-1294.9366883116882,-1294.9366883116882,-1312.9366883116882,-1312.9366883116882,-1312.9366883116882,-1312.9366883116882,-1294.9366883116882,-1294.9366883116882,-1312.9366883116882,-1259.0366883116878
YDL164C,-1856.0166666666667,-2111.2476608187135,-1790.7738095238094,-1856.0166666666667,-1790.7738095238094,-1856.0166666666667,-1790.7738095238094,-1790.7738095238094,-2172.117399267399,-1856.0166666666667,-1856.0166666666667,-1802.624509803921,-2101.072222222222,-1856.0166666666667,-1856.0166666666667,-1790.7738095238094,-1856.0166666666667,-1856.0166666666667,-1802.624509803921,-1802.624509803921,-1790.7738095238094,-1991.0166666666667
YDL168W,-1501.047619047619,-1484.847619047619,-1400.047619047619,-1400.047619047619,-1400.047619047619,-1400.047619047619,-1400.047619047619,-1400.047619047619,-1450.4047619047612,-773.4000000000002,-773.4000000000002,-988.1666666666665,-1713.033333333333,-1713.033333333333,-1501.047619047619,-1400.047619047619,-1400.047619047619,-1400.047619047619,-1442.347619047619,-1442.347619047619,-1400.047619047619,-1266.3809523809525
YDL171C,-1192.5,-1157.942857142857,-1192.5,-1192.5,-1192.5,-1192.5,-1192.5,-1192.5,-1278.555900621118,-1157.942857142857,-1157.942857142857,-1157.942857142857,-1157.942857142857,-1157.942857142857,-994.9428571428572,-1192.5,-1192.5,-1192.5,-1157.942857142857,-1157.942857142857,-1192.5,-1157.942857142857
YDL174C,-664.8787878787879,-664.8787878787879,-664.8787878787879,-664.8787878787879,-664.8787878787879,-664.8787878787879,-664.8787878787879,-664.8787878787879,-249.05555555555557,-820.3,-820.3,-994.8333333333336,-1053.7087719298247,-1053.7087719298247,-664.8787878787879,-664.8787878787879,-664.8787878787879,-664.8787878787879,-530.8888888888888,-530.8888888888888,-664.8787878787879,-1053.7087719298247
YDL181W,-1044.0476190476193,-634.7,-1044.0476190476193,-1044.0476190476193,-1037.0476190476193,-1044.0476190476193,-1044.0476190476193,-1037.0476190476193,-985.5476190476194,-1044.0476190476193,-1044.0476190476193,-1044.0476190476193,-1037.0476190476193,-985.5476190476194,-1044.0476190476193,-1037.0476190476193,-1084.6309523809523,-1084.6309523809523,-1037.0476190476193,-1037.0476190476193,-1037.0476190476193,-985.5476190476194
YDL182W,-684.3913043478261,-684.3913043478261,-687.1707317073169,-684.3913043478261,-684.3913043478261,-684.3913043478261,-684.3913043478261,-684.3913043478261,-682.1428571428571,-687.1707317073169,-687.1707317073169,-682.1428571428571,-684.3913043478261,-684.3913043478261,-682.5675675675676,-684.3913043478261,-684.3913043478261,-684.3913043478261,-687.1707317073169,-687.1707317073169,-684.3913043478261,-684.3913043478261
YDL190C,-468.5,-468.5,-468.5,-468.5,-468.5,-700.1666666666665,-468.5,-468.5,-1831.0166666666669,-1831.0166666666669,-1831.0166666666669,-1831.0166666666669,-1831.0166666666669,-1831.0166666666669,-468.5,-468.5,-468.5,-468.5,-1831.0166666666669,-1831.0166666666669,-468.5,-700.1666666666665
YDL192W,-1951.128225806452,-1951.128225806452,-1888.4647642679904,-1914.7198924731185,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-1951.128225806452,-2068.628225806452,-2068.628225806452,-1951.128225806452,-1951.128225806452
YDL195W,-706.3939393939394,-1685.7666666666669,-706.3939393939394,-706.3939393939394,-706.3939393939394,-706.3939393939394,-706.3939393939394,-706.3939393939394,-1707.4545454545453,-706.3939393939394,-706.3939393939394,-1707.4545454545453,-706.3939393939394,-1707.4545454545453,-706.3939393939394,-706.3939393939394,-706.3939393939394,-706.3939393939394,-706.3939393939394,-706.3939393939394,-706.3939393939394,-1707.4545454545453
YDL198C,-714.1666666666665,-1339.6133333333332,-1339.6133333333332,-714.1666666666665,-714.1666666666665,-1339.6133333333332,-714.1666666666665,-714.1666666666665,-1339.6133333333332,-1959.8351648351647,-1959.8351648351647,-1339.6133333333332,-1339.6133333333332,-1339.6133333333332,-1339.6133333333332,-714.1666666666665,-714.1666666666665,-714.1666666666665,-1339.6133333333332,-1339.6133333333332,-714.1666666666665,-1339.6133333333332
YDL202W,-845.9074074074074,-845.9074074074074,-845.9074074074074,-845.9074074074074,-1242.7687165775405,-845.9074074074074,-845.9074074074074,-1242.7687165775405,-845.9074074074074,-1459.029411764706,-1459.029411764706,-845.9074074074074,-896.6363636363636,-829.8333333333335,-845.9074074074074,-1242.7687165775405,-1242.7687165775405,-1242.7687165775405,-845.9074074074074,-845.9074074074074,-1242.7687165775405,-845.9074074074074
YDL204W,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-727.1363636363636,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55,-350.55
YDL208W,-1646.303557744937,-1556.303557744937,-1646.303557744937,-1646.303557744937,-1646.303557744937,-1646.303557744937,-1646.303557744937,-1646.303557744937,-1522.8214788918906,-631.7142857142858,-631.7142857142858,-1622.3214788918906,-1622.3214788918906,-1622.3214788918906,-1646.303557744937,-1646.303557744937,-1646.303557744937,-1646.303557744937,-1622.3214788918906,-1622.3214788918906,-1646.303557744937,-1445.1123600537396
YDL213C,-994.875,-994.875,-994.875,-594.0,-994.875,-994.875,-994.875,-994.875,-859.375,-994.875,-994.875,-994.875,-994.875,-994.875,-994.875,-994.875,-994.875,-994.875,-994.875,-994.875,-994.875,-994.875
YDL215C,-1297.4375,-1004.6,-1297.4375,-1297.4375,-1297.4375,-1297.4375,-1297.4375,-1297.4375,-1004.6,-1297.4375,-1297.4375,-1297.4375,-1297.4375,-1060.2,-1297.4375,-1297.4375,-1297.4375,-1297.4375,-1297.4375,-1297.4375,-1297.4375,-1297.4375
YDL225W,-1673.4858387799563,-1239.3047619047618,-970.6510869565218,-1673.4858387799563,-1673.4858387799563,-1673.4858387799563,-970.6510869565218,-1673.4858387799563,-970.6510869565218,-970.6510869565218,-970.6510869565218,-970.6510869565218,-970.6510869565218,-970.6510869565218,-1673.4858387799563,-1673.4858387799563,-1673.4858387799563,-970.6510869565218,-970.6510869565218,-970.6510869565218,-1673.4858387799563,-970.6510869565218
YDL226C,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1705.9038461538462,-1705.9038461538462,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889,-1031.488888888889
YDL229W,-1249.0588235294115,-1249.0588235294115,-1347.0588235294115,-1347.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115,-1249.0588235294115
YDL238C,-998.031746031746,-905.1388888888887,-998.031746031746,-998.031746031746,-998.031746031746,-998.031746031746,-1039.9888888888886,-998.031746031746,-1039.9888888888886,-1039.9888888888886,-1039.9888888888886,-1133.031746031746,-998.031746031746,-998.031746031746,-998.031746031746,-998.031746031746,-998.031746031746,-998.031746031746,-998.031746031746,-998.031746031746,-998.031746031746,-998.031746031746
YDL240W,-1606.1167464114828,-1230.47012987013,-1230.47012987013,-2180.4415584415588,-1230.47012987013,-1230.47012987013,-1230.47012987013,-1230.47012987013,-1467.2272727272727,-2038.9415584415588,-2038.9415584415588,-1230.47012987013,-1606.1167464114828,-1606.1167464114828,-1230.47012987013,-1230.47012987013,-1230.47012987013,-1230.47012987013,-2038.9415584415588,-2038.9415584415588,-1230.47012987013,-2038.9415584415588
YDR001C,-1556.009090909091,-498.5555555555555,-497.2,-693.4411764705882,-497.2,-497.2,-498.5555555555555,-497.2,-1215.9333333333334,-732.2608695652175,-732.2608695652175,-498.5555555555555,-552.6190476190477,-1556.009090909091,-1215.9333333333334,-497.2,-497.2,-497.2,-552.6190476190477,-552.6190476190477,-497.2,-732.2608695652175
YDR005C,-740.0999999999998,-740.0999999999998,-740.0999999999998,-740.0999999999998,-740.0999999999998,-740.0999999999998,-740.0999999999998,-740.0999999999998,-766.6122807017543,-766.6122807017543,-766.6122807017543,-766.6122807017543,-766.6122807017543,-740.0999999999998,-766.6122807017543,-740.0999999999998,-740.0999999999998,-740.0999999999998,-766.6122807017543,-766.6122807017543,-740.0999999999998,-740.0999999999998
YDR009W,-1289.952380952381,-951.5844155844156,-951.5844155844156,-951.5844155844156,-951.5844155844156,-1292.8095238095239,-951.5844155844156,-951.5844155844156,-951.5844155844156,-1292.8095238095239,-1292.8095238095239,-951.5844155844156,-951.5844155844156,-1289.952380952381,-951.5844155844156,-951.5844155844156,-951.5844155844156,-951.5844155844156,-951.5844155844156,-951.5844155844156,-951.5844155844156,-951.5844155844156
YDR011W,-858.3333333333335,-1076.1818181818182,-784.3518518518518,-784.3518518518518,-784.3518518518518,-784.3518518518518,-784.3518518518518,-784.3518518518518,-1109.1818181818182,-521.2,-521.2,-914.7261904761904,-784.3518518518518,-858.3333333333335,-1109.1818181818182,-784.3518518518518,-784.3518518518518,-784.3518518518518,-521.2,-521.2,-784.3518518518518,-700.0344827586208
YDR019C,-944.8222222222223,-944.8222222222223,-982.8222222222223,-982.8222222222223,-982.8222222222223,-982.8222222222223,-982.8222222222223,-982.8222222222223,-982.8222222222223,-982.8222222222223,-982.8222222222223,-944.8222222222223,-1172.0366666666666,-982.8222222222223,-982.8222222222223,-982.8222222222223,-982.8222222222223,-982.8222222222223,-944.8222222222223,-944.8222222222223,-982.8222222222223,-982.8222222222223
YDR023W,-1430.984004127967,-958.8125,-958.8125,-958.8125,-958.8125,-958.8125,-958.8125,-958.8125,-1430.984004127967,-958.8125,-958.8125,-782.2424242424244,-958.8125,-1430.984004127967,-1430.984004127967,-958.8125,-958.8125,-958.8125,-782.2424242424244,-782.2424242424244,-958.8125,-607.7251082251082
YDR032C,-1861.5,-1860.6428571428567,-1861.5,-1850.5769230769226,-1861.5,-1861.5,-1861.5,-1861.5,-2428.8484848484845,-1988.666666666667,-1988.666666666667,-2013.491228070176,-1860.6428571428567,-1988.666666666667,-2428.8484848484845,-1861.5,-1861.5,-1861.5,-1988.666666666667,-1988.666666666667,-1861.5,-1861.5
YDR034C,-1233.156862745098,-1233.156862745098,-1233.156862745098,-1233.156862745098,-1233.156862745098,-1233.156862745098,-1233.156862745098,-1233.156862745098,-1912.7079545454544,-1361.31475748194,-1361.31475748194,169.0,-889.6169296987088,-941.8410644257705,-1912.7079545454544,-1233.156862745098,-1233.156862745098,-1233.156862745098,169.0,169.0,-1233.156862745098,-1233.156862745098
YDR035W,-1351.5,-1497.7714285714285,-1351.5,-1351.5,-1351.5,-1351.5,-1351.5,-1351.5,-1324.375,-1496.5142857142855,-1496.5142857142855,-1470.2222222222224,-1324.375,-1259.859649122807,-1324.375,-1351.5,-1351.5,-1351.5,-1497.7714285714285,-1497.7714285714285,-1351.5,-1351.5
YDR037W,-1283.727777777778,-1283.727777777778,-1283.727777777778,-1283.727777777778,-1283.727777777778,-1283.727777777778,-1283.727777777778,-1283.727777777778,-1365.4735507246378,-1017.9333333333334,-1365.4735507246378,-1573.9083333333335,-1365.4735507246378,-962.3078947368421,-1365.4735507246378,-1283.727777777778,-1283.727777777778,-1283.727777777778,-1365.4735507246378,-1365.4735507246378,-1283.727777777778,-1283.727777777778
YDR041W,-2569.5796703296696,-2623.995054945055,-2411.440972222222,-2630.195054945055,-2630.195054945055,-2630.195054945055,-2667.2276636407073,-2630.195054945055,-2623.995054945055,-2623.995054945055,-2623.995054945055,-203.51428571428582,-116.92857142857149,-2623.995054945055,-2623.995054945055,-2630.195054945055,-2630.195054945055,-2630.195054945055,-2623.995054945055,-2623.995054945055,-2630.195054945055,-2626.5796703296696
YDR050C,-2539.701680672269,-2539.701680672269,-2539.701680672269,-2447.009372979961,-2447.009372979961,-2447.009372979961,-2447.009372979961,-2447.009372979961,-1931.953623188406,-2539.701680672269,-2539.701680672269,-2539.701680672269,-2539.701680672269,-2539.701680672269,-1931.953623188406,-2447.009372979961,-2447.009372979961,-2447.009372979961,-2539.701680672269,-2539.701680672269,-2447.009372979961,-2539.701680672269
YDR051C,-849.5896103896105,-849.5896103896105,-1537.6848484848485,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-1537.6848484848485,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105,-849.5896103896105
YDR056C,-864.4666666666667,-864.4666666666667,-864.4666666666667,-864.4666666666667,-864.4666666666667,-305.35833333333335,-864.4666666666667,-864.4666666666667,-749.6363636363636,-864.4666666666667,-864.4666666666667,-864.4666666666667,-864.4666666666667,-864.4666666666667,-749.6363636363636,-864.4666666666667,-864.4666666666667,-864.4666666666667,-864.4666666666667,-864.4666666666667,-864.4666666666667,-864.4666666666667
YDR060W,-684.8379953379953,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665,-985.6666666666665
YDR062W,-349.35555555555555,-1259.445238095238,-349.35555555555555,-877.9358974358976,-1071.111111111111,-877.9358974358976,-877.9358974358976,-1071.111111111111,-877.9358974358976,-349.35555555555555,-349.35555555555555,-349.35555555555555,-706.4605263157895,-706.4605263157895,-349.35555555555555,-1071.111111111111,-877.9358974358976,-877.9358974358976,-349.35555555555555,-349.35555555555555,-1071.111111111111,-877.9358974358976
YDR064W,-629.1666666666666,-576.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666,-629.1666666666666
YDR069C,-1770.032377538829,-1188.3880952380953,-1345.4071428571428,-1248.0551948051948,-1248.0551948051948,-1248.0551948051948,-1248.0551948051948,-1248.0551948051948,-1188.3880952380953,-2418.206535947712,-2418.206535947712,-1345.4071428571428,-1383.0467032967033,-1770.032377538829,-1188.3880952380953,-1248.0551948051948,-1248.0551948051948,-1248.0551948051948,-1639.9545454545455,-1639.9545454545455,-1248.0551948051948,-1188.3880952380953
YDR074W,-724.578947368421,-724.578947368421,-666.0997198879553,-724.578947368421,-666.0997198879553,-598.0952380952381,-724.578947368421,-666.0997198879553,-724.578947368421,-658.8056022408964,-658.8056022408964,-666.0997198879553,-724.578947368421,-724.578947368421,-724.578947368421,-666.0997198879553,-598.0952380952381,-598.0952380952381,-666.0997198879553,-666.0997198879553,-666.0997198879553,-724.578947368421
YDR084C,-1594.7690476190478,-1594.7690476190478,-1589.7690476190478,-1594.7690476190478,-1594.7690476190478,-1594.7690476190478,-1594.7690476190478,-1594.7690476190478,-1589.7690476190478,-1594.7690476190478,-1594.7690476190478,-1589.7690476190478,-1589.7690476190478,-1589.7690476190478,-1589.7690476190478,-1594.7690476190478,-1594.7690476190478,-1594.7690476190478,-1589.7690476190478,-1589.7690476190478,-1594.7690476190478,-806.3571428571429
YDR086C,-682.3333333333334,-682.3333333333334,-833.0,-682.3333333333334,-682.3333333333334,-682.3333333333334,-682.3333333333334,-682.3333333333334,-833.0,-833.0,-833.0,-833.0,-833.0,-833.0,-833.0,-682.3333333333334,-682.3333333333334,-682.3333333333334,-833.0,-833.0,-682.3333333333334,-682.3333333333334
YDR091C,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1699.904761904762,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919,-1667.5143678160919
YDR092W,-775.6666666666667,-775.6666666666667,-775.6666666666667,-775.6666666666667,-775.6666666666667,-1414.44,-1414.44,-775.6666666666667,-1414.44,-1463.4,-1463.4,-1463.4,-775.6666666666667,-997.2878787878788,-775.6666666666667,-775.6666666666667,-775.6666666666667,-775.6666666666667,-1463.4,-1463.4,-775.6666666666667,-775.6666666666667
YDR099W,-541.1666666666666,-835.8333333333335,-835.8333333333335,-835.8333333333335,-835.8333333333335,-835.8333333333335,-835.8333333333335,-835.8333333333335,-875.8445378151259,-835.8333333333335,-835.8333333333335,-1117.638440860215,-697.4166666666665,-541.1666666666666,-875.8445378151259,-835.8333333333335,-835.8333333333335,-835.8333333333335,-875.8445378151259,-835.8333333333335,-835.8333333333335,-835.8333333333335
YDR101C,-817.4,-526.75,-473.3928571428571,-1374.2128205128204,-1374.2128205128204,-1374.2128205128204,-1374.2128205128204,-1374.2128205128204,-677.3636363636364,-1374.2128205128204,-1374.2128205128204,-473.3928571428571,-817.4,-817.4,-677.3636363636364,-1374.2128205128204,-1374.2128205128204,-1374.2128205128204,-473.3928571428571,-473.3928571428571,-1374.2128205128204,-677.3636363636364
YDR116C,-1591.3846153846155,-1591.3846153846155,-1591.3846153846155,-1591.3846153846155,-1591.3846153846155,-1591.3846153846155,-1591.3846153846155,-1591.3846153846155,-1280.621951219512,-1280.621951219512,-1280.621951219512,-1914.5148083623687,-1914.5148083623687,-1601.842105263158,-1280.621951219512,-1591.3846153846155,-1591.3846153846155,-1591.3846153846155,-1914.5148083623687,-1914.5148083623687,-1591.3846153846155,-1591.3846153846155
YDR117C,-1119.7222222222224,-1717.691204852495,-1717.691204852495,-1717.691204852495,-1717.691204852495,-1717.691204852495,-1717.691204852495,-1717.691204852495,-1619.5299145299145,-1614.6499145299144,-1614.6499145299144,-1620.9914529914533,-1619.5299145299145,-1619.5299145299145,-1619.5299145299145,-1717.691204852495,-1717.691204852495,-1717.691204852495,-1619.5299145299145,-1619.5299145299145,-1717.691204852495,-1281.5299145299145
YDR119W-A,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1810.047619047619,-1802.422619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619,-1715.922619047619
