gene,273614N_0.25CDS40,378604X_0.25CDS40,BC187_0.25CDS40,DBVPG1106_0.25CDS40,DBVPG1373_0.25CDS40,DBVPG6765_0.25CDS40,L_1374_0.25CDS40,NCYC361_0.25CDS40,SK1_0.25CDS40,UWOPS05_217_3_0.25CDS40,UWOPS05_227_2_0.25CDS40,UWOPS83_787_3_0.25CDS40,UWOPS87_2421_0.25CDS40,Y12_0.25CDS40,Y55_0.25CDS40,YJM975_0.25CDS40,YJM978_0.25CDS40,YJM981_0.25CDS40,YPS128_0.25CDS40,YPS606_0.25CDS40,YS2_0.25CDS40,YS9_0.25CDS40
YER155C,-602.9,-1.9924812030075143,-232.90476190476193,-1.9924812030075143,-1.9924812030075143,-278.10267857142856,-1.9924812030075143,-1.9924812030075143,-383.7380952380952,-521.1996336996338,-521.1996336996338,-383.7380952380952,-383.7380952380952,-413.1996336996337,-1.9924812030075143,-1.9924812030075143,-1.9924812030075143,-1.9924812030075143,-383.7380952380952,-383.7380952380952,-1.9924812030075143,-383.7380952380952
YER162C,-970.5714285714287,-1222.7857142857142,-1222.7857142857142,-1222.7857142857142,-1374.5,-1222.7857142857142,-1374.5,-1374.5,-1676.041666666667,-1222.7857142857142,-1222.7857142857142,-1222.7857142857142,-1374.5,-1838.5666666666668,-1222.7857142857142,-1374.5,-1374.5,-1374.5,-1222.7857142857142,-1222.7857142857142,-1374.5,-1222.7857142857142
YER164W,-1063.7567567567567,-1107.9152173913044,-556.25,-1107.9152173913044,-1107.9152173913044,-1107.9152173913044,-1107.9152173913044,-1107.9152173913044,-2577.9222222222224,-2097.305555555555,-2097.305555555555,-1063.7567567567567,-1457.2333333333331,-1063.7567567567567,-1107.9152173913044,-1107.9152173913044,-1107.9152173913044,-1107.9152173913044,-1063.7567567567567,-1063.7567567567567,-1107.9152173913044,-1457.2333333333331
YER165W,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1707.642857142857,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824,-1055.4117647058824
YER177W,-1891.3956043956048,-1983.0813186813186,-1983.0813186813186,-1042.0067204301074,-1983.0813186813186,-1983.0813186813186,-1983.0813186813186,-1983.0813186813186,-1808.6813186813183,-1808.6813186813183,-1808.6813186813183,-1808.6813186813183,-1983.0813186813186,-1891.3956043956048,-1983.0813186813186,-1983.0813186813186,-1983.0813186813186,-1983.0813186813186,-1808.6813186813183,-1808.6813186813183,-1983.0813186813186,-1891.3956043956048
YER178W,-2051.101449275362,-2038.390151515151,-2016.4285714285716,-2016.4285714285716,-2016.4285714285716,-2016.4285714285716,-1790.9166666666665,-2016.4285714285716,-2016.4285714285716,-2016.4285714285716,-2016.4285714285716,-2038.390151515151,-2016.4285714285716,-2150.208333333333,-2016.4285714285716,-2016.4285714285716,-2016.4285714285716,-2016.4285714285716,-1790.9166666666665,-1790.9166666666665,-2016.4285714285716,-1790.9166666666665
YFL004W,-1110.1857142857143,-1227.0523809523806,-1110.1857142857143,-1110.1857142857143,-1110.1857142857143,-1240.5761904761905,-1110.1857142857143,-1110.1857142857143,-1205.8383458646615,-1205.8383458646615,-1205.8383458646615,-1227.0523809523806,-1227.0523809523806,-1205.8383458646615,-1205.8383458646615,-1110.1857142857143,-1110.1857142857143,-1110.1857142857143,-1276.8397683397686,-1276.8397683397686,-1110.1857142857143,-1110.1857142857143
YFL005W,-1130.0,-1130.0,-1130.0,-1130.0,-1130.0,-1130.0,-1130.0,-1130.0,-870.5555555555555,-1130.0,-1130.0,-1130.0,-870.5555555555555,-870.5555555555555,-870.5555555555555,-1130.0,-1130.0,-1130.0,-870.5555555555555,-870.5555555555555,-1130.0,-870.5555555555555
YFL007W,-995.5555555555555,-225.91666666666669,-995.5555555555555,-995.5555555555555,-995.5555555555555,-995.5555555555555,-995.5555555555555,-995.5555555555555,-1229.120879120879,-995.5555555555555,-995.5555555555555,-2357.9242424242425,-2357.9242424242425,-995.5555555555555,-1229.120879120879,-995.5555555555555,-995.5555555555555,-995.5555555555555,-2360.9242424242425,-2360.9242424242425,-995.5555555555555,-1316.982552535184
YFL014W,-1531.5,-1658.5,-1916.4970588235294,-1830.55,-1531.5,-1531.5,-1531.5,-1531.5,-1658.5,-1658.5,-1658.5,-1658.5,-1658.5,-1658.5,-1658.5,-1531.5,-1531.5,-1531.5,-1658.5,-1658.5,-1531.5,-1531.5
YFL016C,-2926.773809523809,-2488.75,-2926.773809523809,-2926.773809523809,-2926.773809523809,-2926.773809523809,-2926.773809523809,-2926.773809523809,-2123.375541125541,-2451.25,-2451.25,-2332.722222222222,-2451.25,-2451.25,-2123.375541125541,-2926.773809523809,-2926.773809523809,-2926.773809523809,-1808.3833333333328,-1808.3833333333328,-2926.773809523809,-2926.773809523809
YFL018C,-1147.3115384615385,-1260.0166666666667,-1147.3115384615385,-1147.3115384615385,-1147.3115384615385,-1147.3115384615385,-1147.3115384615385,-1147.3115384615385,-1146.7730769230768,-1146.7730769230768,-1146.7730769230768,-1146.7730769230768,-1146.7730769230768,-1146.7730769230768,-1146.7730769230768,-1147.3115384615385,-1147.3115384615385,-1147.3115384615385,-603.6357142857144,-603.6357142857144,-1147.3115384615385,-1147.3115384615385
YFL022C,-355.66666666666663,-355.66666666666663,-355.66666666666663,-355.66666666666663,-355.66666666666663,-355.66666666666663,-355.66666666666663,-355.66666666666663,-239.81250000000009,-355.66666666666663,-355.66666666666663,-689.8838383838385,-355.66666666666663,-279.44444444444446,-239.81250000000009,-355.66666666666663,-355.66666666666663,-355.66666666666663,-355.66666666666663,-355.66666666666663,-355.66666666666663,-355.66666666666663
YFL024C,-886.1683006535948,-886.1683006535948,-886.1683006535948,-886.1683006535948,-886.1683006535948,-886.1683006535948,-886.1683006535948,-886.1683006535948,-1303.2435897435898,-886.1683006535948,-886.1683006535948,-886.1683006535948,-886.1683006535948,-886.1683006535948,-1303.2435897435898,-886.1683006535948,-886.1683006535948,-886.1683006535948,-1216.1333333333332,-1216.1333333333332,-886.1683006535948,-1216.1333333333332
YFL028C,-1009.4333333333336,-1009.4333333333336,-1009.4333333333336,-1009.4333333333336,-1009.4333333333336,-1009.4333333333336,-1009.4333333333336,-1009.4333333333336,-1009.4333333333336,-1172.8083333333334,-1172.8083333333334,-1009.4333333333336,-1279.5476190476193,-1009.4333333333336,-1009.4333333333336,-1009.4333333333336,-1009.4333333333336,-1172.8083333333334,-824.3333333333335,-824.3333333333335,-1009.4333333333336,-1009.4333333333336
YFL034C-A,-613.5,-714.9782608695652,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-613.5,-664.5
YFL036W,-2251.022222222222,-2251.022222222222,-2251.022222222222,-2251.022222222222,-2251.022222222222,-2251.022222222222,-2251.022222222222,-2251.022222222222,-2251.022222222222,-2248.6333333333328,-2248.6333333333328,-2196.941666666666,-2251.022222222222,-2447.260869565217,-2251.022222222222,-2251.022222222222,-2251.022222222222,-2251.022222222222,-2108.2166666666667,-2108.2166666666667,-2251.022222222222,-1517.304761904762
YFL037W,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1906.6170995671,-1906.6170995671,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758,-1751.0075757575758
YFL038C,-1524.4155844155844,-634.9166666666666,-1524.4155844155844,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666,-634.9166666666666
YFL039C,-1923.2222222222226,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1923.2222222222226,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665,-1331.6666666666665
YFL041W,-536.5714285714286,-536.5714285714286,-536.5714285714286,-536.5714285714286,-906.743961352657,-1374.5491759702286,-906.743961352657,-906.743961352657,-536.5714285714286,-425.4298245614037,-425.4298245614037,-428.75935828877004,-1158.0,-1158.0,-536.5714285714286,-906.743961352657,-906.743961352657,-536.5714285714286,-807.1610169491527,-807.1610169491527,-906.743961352657,-425.4298245614037
YFL045C,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5,-994.3333333333333,-994.3333333333333,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5,-432.5
YFL048C,-1047.3333333333333,-811.0615384615386,-1047.3333333333333,-1047.3333333333333,-1047.3333333333333,-1047.3333333333333,-1047.3333333333333,-1047.3333333333333,-811.0615384615386,-811.0615384615386,-811.0615384615386,-811.0615384615386,-811.0615384615386,-889.7666666666668,-811.0615384615386,-1047.3333333333333,-1047.3333333333333,-1047.3333333333333,-811.0615384615386,-811.0615384615386,-1047.3333333333333,-821.0
YFR001W,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-792.2579365079365,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434,-1240.5897435897434
YFR004W,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1088.7333333333333,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1088.7333333333333,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-1713.7397435897437,-2418.885632183908
YFR009W,-848.0,-501.6,-1699.0000000000002,-848.0,-848.0,-1699.0000000000002,-1699.0000000000002,-848.0,-848.0,-848.0,-848.0,-848.0,-848.0,-848.0,-848.0,-848.0,-848.0,-848.0,-848.0,-848.0,-848.0,-1699.0000000000002
YFR010W,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-479.60784313725486,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-479.60784313725486,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334,-517.8333333333334
YFR015C,-1519.9958333333334,-1525.2857142857142,-1602.2884057971012,-1519.9958333333334,-1519.9958333333334,-1602.2884057971012,-1519.9958333333334,-1519.9958333333334,-1147.3990476190475,-1525.2857142857142,-1525.2857142857142,-2113.083333333334,-2113.083333333334,-2113.083333333334,-1147.3990476190475,-1519.9958333333334,-1519.9958333333334,-1519.9958333333334,-2113.083333333334,-2113.083333333334,-1519.9958333333334,-2113.083333333334
YFR024C-A,-1410.5769230769229,-1410.5769230769229,-1410.5769230769229,-1256.7307692307693,-1410.5769230769229,-1410.5769230769229,-1410.5769230769229,-1410.5769230769229,-2227.424242424242,-2011.6142857142856,-2011.6142857142856,-2234.5072463768115,-2320.409090909091,-2200.958333333333,-2227.424242424242,-1410.5769230769229,-1410.5769230769229,-1410.5769230769229,-2234.5072463768115,-2234.5072463768115,-1410.5769230769229,-1575.4444444444446
YFR028C,-1621.1507936507935,-1621.1507936507935,-1996.3869047619046,-1996.3869047619046,-2039.995238095238,-1621.1507936507935,-1996.3869047619046,-2039.995238095238,-1946.0869047619046,-2013.2410714285716,-2013.2410714285716,-1970.6535714285712,-2013.2410714285716,-2013.2410714285716,-1946.0869047619046,-2039.995238095238,-1996.3869047619046,-1996.3869047619046,-2013.2410714285716,-2013.2410714285716,-2039.995238095238,-1621.1507936507935
YFR030W,-960.6333333333333,-96.0909090909091,-1233.3,-1233.3,-771.7222222222223,-1233.3,-1233.3,-771.7222222222223,-1824.5125138427466,-1060.4571428571428,-1060.4571428571428,-1060.4571428571428,-610.1256038647342,-610.1256038647342,-1824.5125138427466,-771.7222222222223,-1233.3,-1233.3,-15.25,-15.25,-771.7222222222223,-1233.3
YFR032C-A,-1165.5245098039218,-1533.732843137255,-1165.5245098039218,-1533.732843137255,-1533.732843137255,-1533.732843137255,-1533.732843137255,-1533.732843137255,-1100.107843137255,-1088.7745098039218,-1088.7745098039218,-1533.732843137255,-1533.732843137255,-1533.732843137255,-1533.732843137255,-1533.732843137255,-1165.5245098039218,-1165.5245098039218,-1533.732843137255,-1533.732843137255,-1533.732843137255,-1070.2245098039218
YFR033C,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-1172.2272727272725,-700.7333333333332,-1669.3333333333335,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-700.7333333333332,-1172.2272727272725
YFR040W,-833.8333333333333,-1889.517085751128,-1909.1351981351982,-1864.590909090909,-1864.590909090909,-1864.590909090909,-1998.404761904762,-1864.590909090909,-1909.1351981351982,-1909.1351981351982,-1909.1351981351982,-1909.1351981351982,-1111.2540229885055,-1111.2540229885055,-1864.590909090909,-1864.590909090909,-1864.590909090909,-1864.590909090909,-1111.2540229885055,-1111.2540229885055,-1864.590909090909,-1111.2540229885055
YFR041C,-1406.0899470899471,-1406.0899470899471,-784.6047619047619,-784.6047619047619,-784.6047619047619,-784.6047619047619,-784.6047619047619,-784.6047619047619,-884.1047619047619,-884.1047619047619,-884.1047619047619,-884.1047619047619,-884.1047619047619,-746.9439775910364,-784.6047619047619,-784.6047619047619,-784.6047619047619,-784.6047619047619,-784.6047619047619,-784.6047619047619,-784.6047619047619,-784.6047619047619
YFR044C,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1239.0980392156862,-1235.8777777777775,-1235.8777777777775,-1286.6988304093568,-1235.8777777777775,-1235.8777777777775,-1637.6851851851852,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775,-1235.8777777777775
YFR049W,-2620.971153846153,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1699.8630952380954,-1699.8630952380954,-1796.3630952380954,-2603.9499999999994,-2189.0399999999995,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954,-1796.3630952380954
YFR050C,-1171.3703703703704,-1171.3703703703704,-855.8472527472528,-855.8472527472528,-855.8472527472528,-855.8472527472528,-855.8472527472528,-855.8472527472528,-593.3222222222222,-1171.3703703703704,-1171.3703703703704,-1171.3703703703704,-1171.3703703703704,-1171.3703703703704,-855.8472527472528,-855.8472527472528,-855.8472527472528,-855.8472527472528,-1171.3703703703704,-1171.3703703703704,-855.8472527472528,-855.8472527472528
YFR051C,-1093.560606060606,-754.0238095238095,-1444.9047619047612,-1093.560606060606,-1093.560606060606,-1093.560606060606,-1093.560606060606,-1093.560606060606,-1472.388888888889,-754.0238095238095,-754.0238095238095,-1093.560606060606,-1093.560606060606,-754.0238095238095,-1093.560606060606,-1093.560606060606,-1093.560606060606,-1093.560606060606,-1720.313596491228,-1720.313596491228,-1093.560606060606,-1566.7954545454545
YFR052W,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1609.3902439024394,-1609.3902439024394,-1754.0392857142858,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525,-1705.8809523809525
YFR053C,-1272.5041666666666,-1724.333333333333,-1724.333333333333,-1724.333333333333,-1570.6833333333332,-1570.6833333333332,-1570.6833333333332,-1570.6833333333332,-1154.875,-649.5714285714286,-649.5714285714286,-597.547619047619,-597.547619047619,-1154.875,-1570.6833333333332,-1570.6833333333332,-1570.6833333333332,-1570.6833333333332,-1154.875,-1154.875,-1570.6833333333332,-672.0
YGL001C,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1576.5048309178744,-1579.9826086956525,-1579.9826086956525,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857,-1117.142857142857
YGL006W,-1845.9600877192984,-1724.216666666667,-1845.9600877192984,-1845.9600877192984,-1745.8600877192985,-1845.9600877192984,-1845.9600877192984,-1745.8600877192985,-1690.9600877192984,-1690.9600877192984,-1690.9600877192984,-1690.9600877192984,-1690.9600877192984,-1724.216666666667,-1845.9600877192984,-1745.8600877192985,-1745.8600877192985,-1745.8600877192985,-1690.9600877192984,-1690.9600877192984,-1745.8600877192985,-1690.9600877192984
YGL008C,-1560.942857142857,-1978.5087719298244,-1560.942857142857,-1560.942857142857,-1560.942857142857,-1560.942857142857,-1560.942857142857,-1560.942857142857,-1978.5087719298244,-1560.942857142857,-1560.942857142857,-1978.5087719298244,-1560.942857142857,-739.4142857142857,-1560.942857142857,-1560.942857142857,-1560.942857142857,-1560.942857142857,-1978.5087719298244,-1978.5087719298244,-1560.942857142857,-1560.942857142857
YGL009C,-704.95,-1930.469696969697,-704.95,-1930.469696969697,-704.95,-704.95,-590.6692307692307,-704.95,-704.95,-1930.469696969697,-1930.469696969697,-1036.7774725274726,-704.95,-1930.469696969697,-704.95,-704.95,-704.95,-704.95,-704.95,-704.95,-704.95,-1036.7774725274726
YGL013C,-766.397435897436,-766.397435897436,-777.9492753623189,-766.397435897436,-766.397435897436,-766.397435897436,-766.397435897436,-766.397435897436,-766.397435897436,-766.397435897436,-766.397435897436,-758.397435897436,-766.397435897436,-766.397435897436,-766.397435897436,-766.397435897436,-766.397435897436,-766.397435897436,-758.397435897436,-758.397435897436,-766.397435897436,-766.397435897436
YGL014W,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1049.3020050125313,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764,-1503.1904761904764
YGL019W,-1402.18954248366,-1513.8410576351753,-1402.18954248366,-1402.18954248366,-1402.18954248366,-1402.18954248366,-1545.0228758169935,-1402.18954248366,-1595.7560606060604,-1731.8238095238096,-1731.8238095238096,-1513.8410576351753,-1513.8410576351753,-1513.8410576351753,-1402.18954248366,-1402.18954248366,-1402.18954248366,-1402.18954248366,-1513.8410576351753,-1513.8410576351753,-1402.18954248366,-1402.18954248366
YGL020C,-1064.6031746031745,-2131.566666666667,-812.8061224489796,-812.8061224489796,-812.8061224489796,-812.8061224489796,-812.8061224489796,-812.8061224489796,-825.0555555555558,-2131.566666666667,-2131.566666666667,-2131.566666666667,-825.0555555555558,-2131.566666666667,-1064.6031746031745,-812.8061224489796,-812.8061224489796,-812.8061224489796,-837.6071428571429,-837.6071428571429,-812.8061224489796,-1168.111111111111
YGL022W,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1532.055860805861,-1356.9923076923073,-1356.9923076923073,-1852.8827838827842,-2169.0523809523816,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842,-1852.8827838827842
YGL026C,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1675.7,-1675.7,-1675.7,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667,-1103.1666666666667
YGL027C,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-609.0,-1614.166666666667,-1614.166666666667,-705.496992481203,-1119.0555555555557,-1119.0555555555557,-609.0,-609.0,-609.0,-609.0,-705.496992481203,-705.496992481203,-609.0,-1614.166666666667
YGL037C,-402.0476190476191,-635.925,-402.0476190476191,-402.0476190476191,-402.0476190476191,-402.0476190476191,-402.0476190476191,-402.0476190476191,-977.7142857142856,-309.78306878306887,-309.78306878306887,-473.74285714285713,-977.7142857142856,-309.78306878306887,-402.0476190476191,-402.0476190476191,-402.0476190476191,-402.0476190476191,-309.78306878306887,-309.78306878306887,-402.0476190476191,-402.0476190476191
YGL040C,-1678.0,-1678.0,-1678.0,-1792.75,-1678.0,-1678.0,-1678.0,-1678.0,-1792.75,-1785.75,-1785.75,-1792.75,-1792.75,-1678.0,-1678.0,-1678.0,-1678.0,-1678.0,-1678.0,-1678.0,-1678.0,-1678.0
YGL043W,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1010.225,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975,-1027.975
YGL048C,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1448.1649572649576,-1293.8532163742689
YGL049C,-803.8818181818183,-803.8818181818183,-803.8818181818183,-1023.1726190476187,-803.8818181818183,-803.8818181818183,-803.8818181818183,-803.8818181818183,-803.8818181818183,-983.6796078431372,-983.6796078431372,-984.1796078431372,-1537.4497474747477,-803.8818181818183,-803.8818181818183,-803.8818181818183,-803.8818181818183,-803.8818181818183,-984.1796078431372,-984.1796078431372,-803.8818181818183,-984.1796078431372
YGL054C,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-409.53488372093017,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789,-648.5210526315789
YGL055W,-1250.082051282051,-1250.082051282051,-1250.082051282051,-1250.082051282051,-880.6521739130435,-1250.082051282051,-1250.082051282051,-880.6521739130435,-1250.082051282051,-1432.833333333333,-1432.833333333333,-1280.6521739130435,-1281.1521739130435,-1281.1521739130435,-1250.082051282051,-880.6521739130435,-880.6521739130435,-1250.082051282051,-1250.082051282051,-1250.082051282051,-880.6521739130435,-1250.082051282051
YGL056C,-1465.595238095238,-1464.345238095238,-1581.3095238095239,-818.4090909090909,-813.9292929292927,-1581.3095238095239,-1581.3095238095239,-813.9292929292927,-721.4993412384716,-1581.3095238095239,-1581.3095238095239,-545.1345755693582,-673.1666666666666,-1465.595238095238,-1581.3095238095239,-813.9292929292927,-813.9292929292927,-1581.3095238095239,-545.1345755693582,-545.1345755693582,-813.9292929292927,-1465.595238095238
YGL057C,-936.1458333333333,-936.1458333333333,-936.1458333333333,-936.1458333333333,-936.1458333333333,-936.1458333333333,-936.1458333333333,-936.1458333333333,-924.2708333333333,-936.1458333333333,-949.6944444444445,-984.4833333333332,-1037.0523809523806,-978.8419540229885,-936.1458333333333,-936.1458333333333,-936.1458333333333,-936.1458333333333,-1309.299019607843,-1309.299019607843,-936.1458333333333,-976.6217948717947
YGL062W,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-589.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334,-537.8333333333334
YGL068W,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1150.0411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254,-1028.5411255411254
YGL078C,-1513.2681818181818,-1513.2681818181818,-1122.25,-1122.25,-1513.2681818181818,-1122.25,-1513.2681818181818,-1513.2681818181818,-1443.9246031746034,-1833.9922222222226,-1833.9922222222226,-1443.9246031746034,-1798.233888888889,-1820.9870370370368,-1443.9246031746034,-1513.2681818181818,-1513.2681818181818,-1513.2681818181818,-1734.5658730158732,-1734.5658730158732,-1513.2681818181818,-1513.2681818181818
YGL080W,-1366.7,-1366.7,-1366.7,-1366.7,-1366.7,-1366.7,-1366.7,-1366.7,-1249.375,-1425.3,-1425.3,-1249.375,-1249.375,-1249.375,-1249.375,-1366.7,-1366.7,-1366.7,-1249.375,-1249.375,-1366.7,-1366.7
YGL082W,-1694.2357142857145,-1694.2357142857145,-1694.2357142857145,-1694.2357142857145,-1473.966666666667,-1694.2357142857145,-1694.2357142857145,-1473.966666666667,-1195.95,-1569.4833333333333,-1569.4833333333333,-2093.1636453201972,-1646.79,-2093.1636453201972,-1195.95,-1473.966666666667,-1473.966666666667,-1473.966666666667,-1694.2357142857145,-1694.2357142857145,-1473.966666666667,-1473.966666666667
YGL084C,-931.8333333333335,-931.8333333333335,-931.8333333333335,-931.8333333333335,-931.8333333333335,-931.8333333333335,-931.8333333333335,-931.8333333333335,-1477.1821946169775,-1023.0619047619048,-1023.0619047619048,-931.8333333333335,-1850.821428571429,-931.8333333333335,-1477.1821946169775,-931.8333333333335,-931.8333333333335,-931.8333333333335,-931.8333333333335,-931.8333333333335,-931.8333333333335,-931.8333333333335
