,median_tAI,median_deltaG,dlogPPR_dtAI,dlogPPR_ddeltaG
YEL027W,0.5351082786419605,-0.23514,0.9872940451999999,-0.7568251438093807
YEL031W,0.4587224914989328,-1.19661,3.1969251697999996,-0.5812768555130174
YEL032W,0.41911232398010223,-1.05999,2.8829478182,-0.49024556072459136
YEL036C,0.3924076948703422,-0.56596,1.7475779528,-0.428873516197123
YEL038W,0.3738099892005583,-0.26572,1.0575723896,-0.386132640980939
YEL042W,0.43021372224606425,-0.5629,1.740545522,-0.5157585721914599
YEL047C,0.4796847249486904,-0.50564,1.6089517352,-0.6294518411825814
YEL050C,0.376455747832008,-0.44844,1.4774958392,-0.39221307055256416
YEL051W,0.5016971122568297,-0.26699,1.0604910782,-0.6800402694464007
YEL055C,0.3895334769600415,-0.94557,2.6199900626,-0.4222680460800281
YEL060C,0.48848833312311585,-0.82704,2.3475867872,-0.6496841174168824
YEL071W,0.4402836211780091,-0.52598,1.6556967164,-0.5389010125188769
YER001W,0.38321460397696916,-0.7880550000000001,2.2579922399,-0.40774613856779096
YER003C,0.4760085716372896,-0.42689,1.4279700602,-0.6210033791653862
YER004W,0.4123916925278053,-0.39219,1.3482232142,-0.47480033993355153
YER006W,0.4448896130376631,-0.51897,1.6395864746000002,-0.5494864108908966
YER007C-A,0.44588265972729635,-0.19676999999999997,0.8991128786,-0.5517686109320779
YER012W,0.45076780266117983,-0.21245,0.935148341,-0.5629955487198701
YER019C-A,0.43242998936355337,-0.10204,0.6814062872,-0.5208519529555311
YER019W,0.368616730306172,-0.609,1.84649162,-0.3741975972550383
YER020W,0.3612143557494365,-0.51389,1.6279117202,-0.35718560809624
YER021W,0.42188452577078117,-0.487555,1.5673891499000001,-0.4966165794358939
YER023W,0.4324374749726889,-0.33881,1.2255463658,-0.5208691562327342
YER025W,0.4882624726442972,-0.5768300000000001,1.7725591694000002,-0.6491650493816707
YER026C,0.4128653437434242,-0.315,1.1708266999999999,-0.47588887568426264
YER029C,0.3488888141108673,-0.19469999999999998,0.894355646,-0.328859294813313
YER031C,0.4028592137421476,-0.26394,1.0534816292,-0.45289298783792875
YER036C,0.5063103515655877,-0.6205700000000001,1.8730815626000001,-0.6906423237610022
YER043C,0.5904847035053222,-0.51607,1.6329217526000002,-0.8840901359018614
YER048C,0.4513870764793794,-0.40069,1.3677577442,-0.5644187514233803
YER048W-A,0.4622532886827087,-0.1874,0.877578932,-0.5893912629848275
YER049W,0.4657883513500767,-0.64579,1.9310416622,-0.5975154733057191
YER052C,0.4430647093651497,-0.52178,1.6460443604000001,-0.5452924537687998
YER053C,0.39785489177026856,-0.33570999999999995,1.2184220077999999,-0.44139215516859576
YER055C,0.421869561690165,-0.34222,1.2333831596,-0.49658218928510334
YER056C,0.42373450579673266,-0.603,1.8327025399999999,-0.500868166531935
YER057C,0.4984042503201573,-0.13412000000000002,0.7551319016,-0.672472680000779
YER061C,0.3584812699854367,-0.43431000000000003,1.4450225558,-0.35090448505513094
YER062C,0.5036867409297262,-0.32235,1.1877183230000001,-0.6846127942698781
YER063W,0.4416159606352532,-0.2471,1.014780278,-0.5419629684127263
YER070W,0.47972153913892984,-0.895135,2.5040813543,-0.6295364468183058
YER073W,0.4481225212744938,-0.6038199999999999,1.8345870476,-0.5569162159426162
YER081W,0.48616600039856905,-0.5248400000000001,1.6530767912000002,-0.6443469787959835
YER082C,0.4126602205441655,-0.5147200000000001,1.6298192096000002,-0.4754174656501903
YER083C,0.3520350421152856,-0.27406,1.0767392108,-0.336089893088507
YER086W,0.465178039237896,-0.60773,1.8435729314,-0.5961128662157478
YER089C,0.3832974909453889,-0.593595,1.8110881571,-0.4079366277408738
YER091C,0.6097564687134458,-0.8075650000000001,2.3028297317,-0.9283801212678668
YER094C,0.3870332818841706,-0.30344,1.1442597392,-0.41652214776056307
YER099C,0.3600976786796625,-0.41627,1.4035633885999999,-0.3546192831880268
YER100W,0.3992939568783263,-0.29379,1.1220823022,-0.4446993858186319
YER107C,0.3431194427219774,-0.432475,1.4408053955,-0.315600240874794
YER110C,0.5014876810514586,-1.0923249999999998,2.9572594684999993,-0.6795589588388411
YER120W,0.4312274064550191,-0.27247000000000005,1.0730851046,-0.5180882009667958
YER122C,0.4145109189734051,-0.48333,1.5576793394,-0.47967070376630006
YER123W,0.369526785586597,-0.61005,1.848904709,-0.37628906809940554
YER125W,0.41376402533771456,-1.011005,2.7703714709,-0.4779542077506288
YER126C,0.5070853051667079,-0.27173,1.0713844514000002,-0.6924233066280248
YER133W,0.426034695641948,-0.345505,1.2409326809,-0.5061544168304121
YER134C,0.35446718792208903,-0.21966999999999998,0.9517412005999999,-0.34167940193878654
YER136W,0.4569614981605818,-0.47441,1.5371795738,-0.5772297758426859
YER141W,0.4084207737732032,-0.8138500000000001,2.317273793,-0.4656744538701001
YER143W,0.3809291366297041,-0.44333999999999996,1.4657751211999999,-0.4024937232196534
YER145C,0.4033556241549812,-0.468855,1.5244131839000001,-0.45403382832049466
YER155C,0.3762894727591408,-1.86012,4.7217905816,-0.3918309405056022
YER162C,0.3804540839043358,-0.715255,2.0906847359,-0.40140196654726645
YER164W,0.4170160775040316,-1.37765,3.612987677,-0.48542800899821525
YER165W,0.5674375214295612,-0.60035,1.8266123630000002,-0.8311235629989888
YER177W,0.5065506609048812,-0.32702,1.1984508236,-0.6911945978783798
YER178W,0.4773269872615079,-0.48883,1.5703193294,-0.6240333355846521
YFL004W,0.4373024481599281,-0.84347,2.3853458846,-0.5320497403121836
YFL005W,0.4323466353548176,-0.3039,1.145316902,-0.5206603904397347
YFL007W,0.3869441839390539,-2.06036,5.1819781448,-0.41631738464505486
YFL014W,0.6315053135573911,-0.159395,0.8132184011000001,-0.9783628815113252
YFL016C,0.4088247191200735,-0.5690599999999999,1.7547023107999997,-0.4666027929873705
YFL018C,0.4798779490372664,-0.53179,1.6690491422,-0.6298959049184649
YFL022C,0.4696394641519997,-0.5221399999999999,1.6468717052,-0.6063660237248427
YFL024C,0.3865843600580453,-0.855885,2.4138777893,-0.4154904445981985
YFL028C,0.3957266766770657,-0.303385,1.1441333393,-0.43650113380569877
YFL034C-A,0.4898544193156141,-0.115315,0.7119146267,-0.6528236293827578
YFL036W,0.4075418259020275,-1.32998,3.5034334363999995,-0.46365447345152144
YFL037W,0.4503675619122919,-0.5455099999999999,1.7005801718,-0.5620757234355909
YFL038C,0.42710758620336076,-0.23417,0.9850648106,-0.5086201124608396
YFL039C,0.5783648798518322,-0.42817,1.4309117305999999,-0.8562365995778836
YFL041W,0.38251432644258077,-0.6684200000000001,1.9830494756000003,-0.40613677474381027
YFL045C,0.5809443573902657,-0.30202999999999997,1.1410193054,-0.8621647032671609
YFL048C,0.4262450784691027,-0.46119499999999997,1.5068091251,-0.5066379144361224
YFR001W,0.4232171506203456,-0.177105,0.8539191689000001,-0.4996791912126658
YFR002W,0.4057637486422478,-0.75737,2.1874725865999998,-0.45956813185464096
YFR004W,0.4452167149636467,-0.31091,1.1614271438000001,-0.5502381499951534
YFR009W,0.47506260860354715,-0.750655,2.1720403078999997,-0.6188293858405001
YFR010W,0.4401465598354827,-0.47005,1.527159509,-0.5385860208827096
YFR015C,0.4234589846583303,-0.7774099999999999,2.2335281138,-0.5002349693620816
YFR024C-A,0.4387169336437727,-0.53064,1.6664062352,-0.5353004825614454
YFR028C,0.3703344223024703,-0.52478,1.6529389004000001,-0.3781451626470912
YFR030W,0.46691318263282894,-0.99897,2.7427128746,-0.6001005380631148
YFR032C-A,0.5967040573560062,-0.14478,0.7796305003999999,-0.8983833305344262
YFR033C,0.4700226767533565,-0.17751,0.8548499318,-0.6072467152610288
YFR037C,0.3937809412326251,-0.5909500000000001,1.8050094710000002,-0.43202948352199433
YFR040W,0.38995957972886397,-0.87616,2.4604733887999997,-0.42324730694128054
YFR041C,0.40229483253685294,-0.26006999999999997,1.0445876725999999,-0.4515959382395447
YFR044C,0.4756770682414378,-0.50507,1.6076417726,-0.6202415246911075
YFR049W,0.3586670528877277,-0.20088,0.9085583984000001,-0.35133144760551804
YFR050C,0.3799074360975051,-0.27115,1.070051507,-0.40014567149056424
YFR051C,0.4288725016106399,-0.56067,1.7354205806,-0.5126762057515404
YFR052W,0.4008694586728895,-0.27964,1.0895630552,-0.44832017253286116
YFR053C,0.5531774376403353,-0.558005,1.7292959309,-0.7983513236362658
YGL001C,0.4270339313063629,-0.39577999999999997,1.3564736804,-0.5084508402496571
YGL006W,0.40764468215685323,-1.240085,3.2968385453,-0.46389085563923693
YGL008C,0.6151117545011615,-1.0988099999999998,2.972163165799999,-0.9406875319594794
YGL009C,0.4976192210918133,-0.79513,2.2742518634,-0.6706685415287834
YGL011C,0.4175379187482112,-0.26126,1.0473225068,-0.48662729410876404
YGL012W,0.4292027643522954,-0.503145,1.6032177761,-0.5134352089791582
YGL013C,0.3641182076144403,-0.95356,2.6383525208,-0.3638591823753544
YGL014W,0.3903822828119913,-0.8647699999999999,2.4342971185999995,-0.4242187547128621
YGL019W,0.3829089128188299,-0.3374,1.222305932,-0.40704360526197847
YGL020C,0.42783255260576314,-0.24409999999999998,1.007885738,-0.5102862157475127
YGL022W,0.4301632816666777,-0.81087,2.3104252165999997,-0.5156426506607253
YGL026C,0.4833114204864466,-0.7882899999999999,2.2585323122,-0.6377866403335417
YGL027C,0.3983319222239256,-0.8113400000000001,2.3115053612,-0.44248845701658135
YGL037C,0.4758766310318329,-0.24484999999999998,1.009609373,-0.6207001559047378
YGL040C,0.4094415947974849,-0.419725,1.4115036005,-0.46802048433168375
YGL043W,0.4212659698162271,-0.32827999999999996,1.2013465304,-0.4951950265122568
YGL048C,0.4435866789280414,-0.40937,1.3877059466,-0.5464920337788461
YGL049C,0.4243770682309328,-0.8402000000000001,2.3778308360000002,-0.5023448906669651
YGL054C,0.4638516877353169,-0.12295,0.7294612309999999,-0.5930646717195505
YGL055W,0.5503692362707948,-0.57201,1.7614819418,-0.7918975714128151
YGL056C,0.3505336494426733,-0.50554,1.6087219172,-0.33263942247616285
YGL057C,0.3370548799391028,-0.28984,1.1130044912,-0.30166278397844726
YGL062W,0.46557702116256217,-1.3698800000000002,3.5951308184000004,-0.5970297984953772
YGL068W,0.4626909713108974,-0.226085,0.9664840253,-0.5903971364472782
YGL070C,0.37401221421452596,-0.1983,0.902629094,-0.38659739046353925
YGL078C,0.4863433976979819,-0.50782,1.6139617676000002,-0.644754669721548
YGL080W,0.3881994905569589,-0.17974,0.8599748732000001,-0.4192023052081918
YGL082W,0.3958260417349103,-0.39506,1.3548189908000001,-0.43672949259433613
YGL084C,0.3994960350514128,-0.54149,1.6913414882000002,-0.4451637978344558
YGL086W,0.38363170590469486,-0.56228,1.7391206504,-0.4087047138760517
YGL087C,0.434733224553583,-0.14167,0.7724831606,-0.5261452020045533
YGL092W,0.3849948840413865,-1.220655,3.2521849079,-0.4118375426062336
YGL097W,0.43565345260244126,-0.53326,1.6724274667999999,-0.5282600517018785
YGL099W,0.43750614382075337,-0.60414,1.8353224652,-0.5325178696059789
YGL103W,0.6012592696062258,-0.16885,0.8349476929999999,-0.9088520282236359
YGL105W,0.5323358068278737,-0.374255,1.3070053558999999,-0.7504535045356828
YGL106W,0.5020246152125876,-0.22172,0.9564524696000001,-0.6807929301892643
YGL111W,0.3779461205317963,-0.45546,1.4936290628,-0.39563821528376364
YGL113W,0.3519272265251305,-0.62979,1.8942707822,-0.3358421134555244
YGL115W,0.4022300785932131,-0.36046000000000006,1.2753019628000002,-0.4514471220213504
YGL120C,0.4315841956787514,-0.75193,2.1749704874,-0.5189081668249929
YGL122C,0.38802144060180876,-0.52654,1.6569836972,-0.41879311436226485
YGL123W,0.6372607656030252,-0.30782,1.1543257676,-0.9915899462935605
YGL125W,0.4274011431612557,-0.7911549999999999,2.2651165978999996,-0.5092947591903346
YGL137W,0.4365789276266368,-0.91723,2.5548596413999998,-0.5303869598929842
YGL139W,0.3705727571589766,-0.84056,2.3786581808,-0.3786928990476168
YGL147C,0.6352912686811878,-0.20899,0.9271966382000001,-0.9870636878577321
YGL148W,0.4862597183025841,-0.44366,1.4665105388,-0.6445623594086327
YGL156W,0.4149550975050476,-1.083975,2.9380696654999996,-0.48069150598415034
YGL157W,0.4407203299010303,-0.33005,1.205414309,-0.5399046477719498
YGL161C,0.3776156518376476,-0.37789999999999996,1.315382222,-0.39487873874024493
YGL167C,0.41040168485057654,-0.9560700000000001,2.6441209526,-0.47022694408989796
YGL173C,0.4334909960603669,-1.536,3.97690448,-0.5232903373260139
YGL187C,0.44629724611768107,-0.34167000000000003,1.2321191606000002,-0.5527214050827323
YGL190C,0.3724245812242113,-0.56201,1.7385001418000001,-0.38294872407785785
YGL191W,0.4519468298816807,-0.17401,0.8468063018,-0.565705165497481
YGL195W,0.4279249371275942,-2.62702,6.4842648236,-0.5104985320078944
YGL200C,0.4330958768746855,-0.23144,0.9787907791999999,-0.5223822823158647
YGL202W,0.440454822944968,-0.53023,1.6654639814,-0.5392944649956666
YGL206C,0.4709551519784662,-1.547645,4.0036667861,-0.6093897111738715
YGL207W,0.4378289136669499,-0.97049,2.6772607081999995,-0.5332596528111109
YGL210W,0.3963084659479685,-0.22682,0.9681731875999999,-0.4378381902723022
YGL221C,0.4190541960937871,-0.40411,1.3756175198,-0.49011197237881954
YGL224C,0.37983525284575015,-0.31507999999999997,1.1710105544,-0.3999797813850461
YGL228W,0.4244030603102248,-0.5868099999999999,1.7954950057999999,-0.5024046251437524
YGL229C,0.3972153526459536,-0.7902899999999999,2.2631286721999997,-0.43992237914387755
YGL231C,0.37625357823424505,-0.16226,0.8198026867999999,-0.39174844842637724
YGL234W,0.4465710227600287,-0.90597,2.5289821345999997,-0.5533505930866427
YGL244W,0.4510768120553683,-0.50146,1.5993453428,-0.5637057079294063
YGL245W,0.5530111222611818,-0.71285,2.085157613,-0.7979691009582026
YGL248W,0.35221553269534794,-0.36689,1.2900792602,-0.3365046929297947
YGL252C,0.3733779862216973,-0.59363,1.8111685934,-0.3851398203749803
YGL253W,0.6013472395080939,-0.5348200000000001,1.6760126276000002,-0.9090541988927112
YGR001C,0.4323135930942628,-0.21737,0.9464553866000001,-0.5205844533773729
YGR016W,0.3361422281795727,-0.22462000000000001,0.9631171916000001,-0.2995653459577303
YGR019W,0.4725440134763668,-0.5209750000000001,1.6441943255000002,-0.6130412008911166
YGR020C,0.4853374351806918,-0.16534000000000001,0.8268810812,-0.6424427867835623
YGR028W,0.3786998046203258,-0.38183,1.3244140694,-0.3973703169823404
YGR032W,0.42459364321610066,-2.0104499999999996,5.067275980999999,-0.5028426189663782
YGR033C,0.3577079820718078,-0.28214999999999996,1.095331487,-0.3491273302377873
YGR037C,0.5165381910821754,-0.13294,0.7524200491999999,-0.7141477399812337
YGR043C,0.4260545789905361,-0.3967,1.358588006,-0.5062001123444703
YGR049W,0.40527587404370624,-0.23217500000000002,0.9804799415000001,-0.45844690820976475
YGR054W,0.43479973114744047,-0.643645,1.9261120661,-0.5262980461284247
YGR055W,0.4444433970194749,-0.60251,1.8315764318,-0.5484609261622169
YGR060W,0.5016273843498769,-0.29125999999999996,1.1162679067999999,-0.6798800221651999
YGR061C,0.4624154858091909,-1.48377,3.8568705386,-0.5897640211769664
YGR065C,0.39022006875494164,-0.62624,1.8861122432000001,-0.4238459576112318
YGR080W,0.38185754259620286,-0.31844,1.1787324392,-0.4046273672437415
YGR082W,0.4510264108662086,-0.20478,0.9175213004,-0.5635898769245031
YGR083C,0.39207571303582867,-0.63454,1.9051871372,-0.4281105621846807
YGR086C,0.5225515216406004,-0.39752,1.3604725136,-0.7279674560039948
YGR088W,0.43528671840722777,-0.5794199999999999,1.7785114556,-0.5274172305091227
YGR090W,0.4180985175223981,-1.1086399999999998,2.9947542751999996,-0.48791565099962486
YGR094W,0.5091595039483272,-1.12533,3.0331108993999996,-0.6971901887839667
YGR098C,0.33953287978110774,-1.45535,3.7915562629999995,-0.30735767365534616
YGR100W,0.3775788464721561,-0.915145,2.5500679360999996,-0.3947941533853797
YGR103W,0.4806564257232297,-0.578605,1.7766384389,-0.6316849844686121
YGR106C,0.4399075347067969,-0.27102,1.0697527436,-0.5380366981124665
YGR116W,0.43781631327259035,-1.306625,3.4497594424999996,-0.5332306948368017
YGR124W,0.4849341131651693,-0.60766,1.8434120588,-0.6415158801939287
YGR128C,0.398232293887706,-0.6090399999999999,1.8465835471999998,-0.4422594931668481
YGR130C,0.43222604822485067,-0.75187,2.1748325966,-0.5203832595093872
YGR132C,0.4517021781901637,-0.37239,1.3027192502,-0.5651429118730704
YGR135W,0.4233264870393421,-0.25769,1.0391180042,-0.4999304659840752
YGR145W,0.4594318203192544,-0.60798,1.8441474763999999,-0.5829070208213041
YGR152C,0.3919558046115853,-0.2571,1.037762078,-0.4278349910422531
YGR155W,0.5051150054513671,-0.527,1.65804086,-0.6878952032282228
YGR157W,0.4006741818077154,-0.877465,2.4634725136999998,-0.44787139114685537
YGR162W,0.4727474528454691,-0.9337300000000001,2.5927796113999997,-0.6135087411804001
YGR163W,0.3776545718989099,-0.327085,1.1986002053,-0.3949681840466367
YGR173W,0.4310829114912353,-0.43983,1.4577085094,-0.5177561255309271
YGR175C,0.5251733213810076,-0.560015,1.7339152727,-0.733992823731404
YGR180C,0.5485298471808011,-0.41097,1.3913830346,-0.7876703241939735
YGR185C,0.48594790813607275,-0.39279000000000003,1.3496021222,-0.6438457635201595
YGR186W,0.40898368286993386,-0.6901,2.032874018,-0.4669681202980246
YGR189C,0.4256213763081882,-0.497,1.58909546,-0.5052045346039519
YGR192C,0.6616404530043489,-0.38484,1.3313315912,-1.0476188562855346
YGR193C,0.40947296015569223,-0.37239999999999995,1.302742232,-0.4680925675706088
YGR200C,0.4134083673185355,-0.80289,2.2920857401999997,-0.47713684160411185
YGR201C,0.38100785495551,-0.27278499999999994,1.0738090313,-0.4026746321016539
YGR202C,0.4036255322618673,-0.44455,1.468555919,-0.4546541257335782
YGR204W,0.4712402817960482,-1.01956,2.7900324008,-0.6100449908180421
YGR207C,0.43414653967783856,-0.24296,1.0052658128,-0.524796894556815
YGR209C,0.5422874500323163,-0.12053,0.7238996354,-0.7733241719152686
YGR210C,0.3732289358686435,-0.48929500000000004,1.5713879831000002,-0.384797275834599
YGR211W,0.4535955637271638,-0.53124,1.6677851432000002,-0.5694942526464932
YGR215W,0.34754977193521003,-0.12896000000000002,0.7432732928000001,-0.325781934866061
YGR218W,0.4375049829610995,-1.08643,2.9437116974,-0.5325152017415398
YGR220C,0.3931408591991595,-0.28534,1.1026626812,-0.4305584597943243
YGR229C,0.4310637649878089,-0.535525,1.6776328445000002,-0.5177121234196826
YGR231C,0.41569888545440703,-0.37075,1.298950235,-0.4824008645736091
YGR233C,0.3712175689514256,-1.0497400000000001,2.8593914732,-0.3801747926127873
YGR234W,0.4665923431423642,-0.43082,1.4370019076,-0.5993631911629185
YGR235C,0.4081567515726783,-0.24237,1.0039098866,-0.4650676833292977
YGR240C,0.5406016379785312,-1.1025999999999998,2.9808732679999994,-0.7694498723695009
YGR244C,0.43355035186563495,-0.47137,1.5301931066,-0.523426747650565
YGR248W,0.3832181274056429,-0.26616,1.0585835888,-0.4077542360411004
YGR250C,0.38136424529567153,-0.75242,2.1760965956,-0.4034936812536064
YGR253C,0.3937478871232363,-0.26926,1.0657079468,-0.43195351922887915
YGR254W,0.6588547308158496,-0.5211399999999999,1.6445735251999998,-1.041216765266369
YGR261C,0.39054148451625625,-0.76597,2.2072369346,-0.4245846288855698
YGR262C,0.3653327494220807,-0.2919,1.117738742,-0.3666504180668374
YGR264C,0.46945252963946155,-0.73719,2.1410953141999998,-0.6059364145668178
YGR266W,0.4034521228659109,-0.7473350000000001,2.1644103503000003,-0.45425559972797913
YGR267C,0.4227850436596145,-0.28024,1.0909419632,-0.49868613163765285
YGR270W,0.39090327783828116,-1.39018,3.6417838723999996,-0.425416095062381
YGR279C,0.5479700716172167,-0.38823,1.3391224214,-0.7863838591892549
YGR282C,0.5284239330732369,-0.36562,1.2871605716,-0.7414633145102514
YGR284C,0.4516483364166028,-0.34411,1.2377267198000002,-0.5650191737859083
YGR285C,0.5784526964839898,-0.444785,1.4690959913,-0.8564384180055755
YGR286C,0.4333184144642753,-0.50447,1.6062628646,-0.5228937137535082
YHL004W,0.4108946302977702,-0.43257999999999996,1.4410467044,-0.4713598214577295
YHL011C,0.4465339990381672,-0.35213,1.2561581233999999,-0.553265505909535
YHL015W,0.6415601543939417,-0.18772,0.8783143496,-1.0014707156250688
YHL021C,0.3888741152103452,-0.45977999999999997,1.5035572004,-0.4207527140941111
YHL033C,0.6535406372257702,-0.42256,1.4180189408,-1.0290040216595204
YHL034C,0.5584906554562453,-0.313625,1.1676667025,-0.8105620545564338
YHR001W,0.4114368329872243,-0.52363,1.6502959934,-0.4726059008345791
YHR005C,0.3913762702906304,-0.46508,1.5157375544,-0.42650311685652087
YHR007C,0.5400364161718245,-0.604095,1.8352190471,-0.7681508909177637
YHR008C,0.4558436456845847,-0.2949,1.124633282,-0.5746607496393987
YHR012W,0.41020934030073075,-0.40446,1.3764218827999999,-0.46978490169233333
YHR013C,0.4395355535361349,-0.23952,0.9973600736000001,-0.5371818184256745
YHR017W,0.34788335056992903,-0.364515,1.2846210827,-0.3265485586127995
YHR018C,0.4444025538946979,-0.5218400000000001,1.6461822512000002,-0.5483670613097169
YHR019C,0.5261966009371022,-0.59588,1.8163394983999999,-0.7363445043416295
YHR020W,0.5109476929053334,-0.77319,2.2238297942,-0.7012997688811791
YHR023W,0.3974616223777571,-1.594435,4.1111986283,-0.44048835131611386
YHR027C,0.4460068718850688,-1.0365499999999999,2.829078478999999,-0.5520540728288275
YHR030C,0.37181508390773915,-0.5172049999999999,1.6355301868999998,-0.38154798953508795
YHR031C,0.388290047017546,-0.7048300000000001,2.0667262094,-0.4194104202547838
YHR039C,0.4285364307014711,-0.6723199999999999,1.9920123775999998,-0.5119038543095069
YHR039C-A,0.5590384911618204,-0.10266,0.6828311588,-0.8118210796182723
YHR040W,0.3469226375357069,-0.39606,1.3571171708,-0.32434066713181087
YHR042W,0.4358705232603606,-0.7379,2.142727022,-0.5287589191464954
YHR051W,0.4750004992637146,-0.2457,1.011562826,-0.6186866473978836
YHR052W,0.4619995116083747,-0.34563,1.2412199534,-0.5888080375881346
YHR064C,0.5547047423316429,-0.5562999999999999,1.7253775339999997,-0.8018613447317351
YHR069C,0.3683013441989329,-0.37151999999999996,1.3007198335999999,-0.37347278321110355
YHR072W,0.3717094033950689,-0.7931699999999999,2.2697474306,-0.3813051166944794
YHR072W-A,0.5553594665401906,-0.09611,0.6677780798,-0.8033660188133354
YHR073W,0.36886326837672634,-0.968355,2.6723540938999997,-0.37476418611802487
YHR074W,0.40510596715700253,-0.75111,2.1730859798,-0.45805643160088005
YHR080C,0.3703563074561056,-1.26984,3.3652208912,-0.3781954586694727
YHR083W,0.3536004467993442,-0.34825,1.247241185,-0.3396874748253169
YHR088W,0.4327382995498969,-0.26700999999999997,1.0605370418,-0.521560505259582
YHR089C,0.4759720678164194,-0.26262,1.0504480316,-0.6209194868143386
YHR092C,0.5547714909527122,-0.6204,1.872690872,-0.802014745077704
YHR097C,0.3947449749119317,-0.33832999999999996,1.2244432394,-0.43424500644310327
YHR099W,0.3722794804274134,-3.53776,8.5773092768,-0.3826152563286729
YHR104W,0.4404150373559465,-0.37611,1.3112684798,-0.5392030305506892
YHR107C,0.4330495273806061,-0.41895000000000004,1.409722511,-0.5222757628355613
YHR108W,0.4241364167434506,-0.57148,1.7602639064,-0.5017918302314632
YHR113W,0.4231614719307721,-0.5386,1.6846997479999999,-0.49955123156186176
YHR114W,0.4141908500167166,-0.6066900000000001,1.8411828242000001,-0.4789351276914178
YHR121W,0.40179099239938937,-0.20301499999999997,0.9134650126999999,-0.4504380229124286
YHR127W,0.3787163269519146,-0.26732999999999996,1.0612724593999998,-0.39740828827435104
YHR128W,0.4944914682426492,-0.27954,1.0893332372,-0.6634804024858916
YHR135C,0.4127439137792094,-0.50932,1.6174090376,-0.47560980776910344
YHR146W,0.4333186480410249,-0.45218,1.4860910324,-0.5228942505549226
YHR147C,0.3763023025063965,-0.23674,0.9909711332,-0.39186042557415035
YHR170W,0.4437861281398253,-0.51897,1.6395864746000002,-0.5469504039683837
YHR174W,0.6608732524364894,-0.5299299999999999,1.6647745273999999,-1.0458556912844912
YHR183W,0.5815768444809544,-0.57611,1.7709044798,-0.8636182724492396
YHR188C,0.36972448219962456,-0.6284,1.8910763119999998,-0.37674341050153315
YHR190W,0.4668029291307588,-0.44251999999999997,1.4638906136,-0.5998471556697273
YHR192W,0.3515906625901841,-0.2656,1.057296608,-0.33506862895150935
YHR193C,0.6080027779567901,-0.17719,0.8541145142,-0.9243498242447359
YHR197W,0.41205349724493023,-0.67886,2.0070424748,-0.47402310629835376
YHR200W,0.364902347893319,-0.29116000000000003,1.1160380888,-0.36566127788146785
YHR201C,0.39369656070129133,-0.43158500000000005,1.4387600153000002,-0.4318355618724937
YHR208W,0.4909084430422033,-0.41130500000000003,1.3921529249,-0.6552459656307308
YIL003W,0.35133113605591704,-0.33776,1.2231332768,-0.3344721902609874
YIL005W,0.399350785832186,-0.6640199999999999,1.9729374835999998,-0.4448299889838131
YIL022W,0.39222678588830223,-0.535,1.6764263000000001,-0.42845775479277837
YIL027C,0.36009625981454696,-0.12788,0.7407912584,-0.35461602238059553
YIL033C,0.4079536704860604,-0.482875,1.5566336675,-0.46460096643765425
YIL034C,0.4117450788718941,-0.26214,1.0493449052,-0.4733143053618095
YIL035C,0.4065023784757979,-0.36195,1.278726251,-0.4612656361655092
YIL039W,0.4122730764652527,-0.50658,1.6111120244000001,-0.4745277388709144
YIL041W,0.4590905569925521,-0.35377,1.2599271386,-0.5821227362691432
YIL043C,0.4120651185440349,-0.33732999999999996,1.2221450593999998,-0.47404981413553005
YIL051C,0.4933499243465548,-0.1668,0.830236424,-0.6608569291347652
YIL053W,0.6034736602907792,-0.26588,1.0579400984,-0.9139410966070629
YIL062C,0.3530122125049613,-0.16772,0.8323507496,-0.3383356065346519
YIL063C,0.4371436309206249,-0.28505,1.101996209,-0.5316847497091617
YIL065C,0.34988606729319593,-0.18630000000000002,0.8750509340000001,-0.331151162131877
YIL070C,0.4524263045296959,-0.2616,1.048103888,-0.5668070845440565
YIL074C,0.4485553516994694,-0.4694,1.525665692,-0.5579109381686866
YIL075C,0.41698008918869645,-0.9174249999999999,2.5553077865,-0.4853453013716784
YIL076W,0.42759317897774685,-0.28322,1.0977905396,-0.5097360920630782
YIL078W,0.5292842011769311,-0.7503500000000001,2.171339363,-0.7434403654607995
YIL083C,0.3931090557718633,-0.36744,1.2913432592,-0.4304853697937807
YIL093C,0.36886893319745206,-0.32023,1.1828461814,-0.3747772048957204
YIL094C,0.49403882485413203,-0.39611,1.3572320798,-0.6624401465032692
YIL108W,0.3764439152227018,-0.77963,2.2386300734,-0.39218587708650887
YIL109C,0.4221973666101507,-0.9602200000000001,2.6536583996,-0.4973355439961161
YIL116W,0.4404942135924674,-0.3835549999999999,1.3283784298999999,-0.5393849917939366
YIL118W,0.395685483122198,-0.2706,1.068787508,-0.43640646360177293
YIL124W,0.4122470872450315,-0.34684,1.2440007512,-0.4744680109647865
YIL125W,0.4474127021156773,-1.086005,2.9427349709,-0.5552849237482071
YIL126W,0.4364165794362002,-1.24199,3.3012165781999996,-0.5300138545286865
YIL133C,0.6029258780222942,-0.21068,0.9310805624,-0.9126821943532761
YIL136W,0.4422933277418609,-0.46597000000000005,1.5177829346000002,-0.5435196799497899
YIL137C,0.41109021984846805,-0.8875149999999999,2.4865692226999996,-0.47180932145135224
YIL143C,0.4206032819819713,-0.8873099999999999,2.4860980957999996,-0.4936720505853267
